Code;Actie;Beleidsitem code;Algemene rekening;Investeringsenveloppe;Eerste omschrijving;2014;2015;2016;2017;2018;2019
BP2014_2019-2/2.2.3.7/0701-00/6159999/BESTUUR/CBS/IE-GEEN/U;2.2.3.7;0701-00;6159999;IE-GEEN;Overige exploitatiekosten;;; 200,00; 200,00; 200,00; 200,00
BP2014_2019-2/3.1.1.4/0200-00/2140007/BESTUUR/CBS/IE2/U;3.1.1.4;0200-00;2140007;IE2;Plannen en studies - Activa in aanbouw;; 1.500,00; 3.500,00;;;
BP2014_2019-2/3.1.1.4/0200-00/2240007/BESTUUR/CBS/IE2/U;3.1.1.4;0200-00;2240007;IE2;Aandeel wegenis Mevrouwkesveld;;; 100.000,00;;;
BP2014_2019-2/3.1.1.5/0610-00/2240007/BESTUUR/CBS/IE2/U;3.1.1.5;0610-00;2240007;IE2;Woonproject De Wip;;; 0,00;;;
BP2014_2019-2/3.1.1.6/0620-00/2200000/BESTUUR/CBS/IE2/O;3.1.1.6;0620-00;2200000;IE2;Onbebouwde terreinen - gemeenschapsgoederen;;;; 250.000,00;;
BP2014_2019-2/3.1.2.1/0629-00/6493000/BESTUUR/CBS/IE-GEEN/U;3.1.2.1;0629-00;6493000;IE-GEEN;Toegestane werkingssubsidies aan verenigingen; 46.485,83; 39.179,98; 40.492,23; 10.000,00; 10.000,00; 10.000,00
BP2014_2019-2/3.1.2.2/0350-00/6491000/BESTUUR/CBS/IE-GEEN/U;3.1.2.2;0350-00;6491000;IE-GEEN;Toegestane werkingssubsidies aan gezinnen; 250,00; 750,00; 750,00; 750,00; 750,00; 750,00
BP2014_2019-2/3.1.2.3/0310-00/6491000/BESTUUR/CBS/IE-GEEN/U;3.1.2.3;0310-00;6491000;IE-GEEN;Toegestane werkingssubsidies aan gezinnen; 14.800,00; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/3.1.2.3/0350-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.1.2.3;0350-00;6159999;IE-GEEN;Overige exploitatiekosten;; 1.000,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/3.1.2.3/0350-00/6491000/BESTUUR/CBS/IE-GEEN/U;3.1.2.3;0350-00;6491000;IE-GEEN;Toegestane werkingssubsidies aan gezinnen; 4.243,91; 7.250,00; 7.250,00; 7.250,00; 7.250,00; 7.250,00
BP2014_2019-2/3.1.3.1/0629-00/7406999/BESTUUR/CBS/IE-GEEN/O;3.1.3.1;0629-00;7406999;IE-GEEN;Overige specifieke projectsubsidies; 20.000,00;;;;;
BP2014_2019-2/3.1.3.2/0629-00/6491000/BESTUUR/CBS/IE-GEEN/U;3.1.3.2;0629-00;6491000;IE-GEEN;Toegestane werkingssubsidies aan gezinnen; 11.961,46; 10.000,00; 6.500,00; 6.500,00; 6.500,00; 6.500,00
BP2014_2019-2/3.2.1.1/0200-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.1;0200-00;1500000;IE3;Overdracht krediet van 2014 naar 2015;; 0,00; 0,00; 780.000,00;;
BP2014_2019-2/3.2.1.1/0200-00/2140007/BESTUUR/CBS/IE3/U;3.2.1.1;0200-00;2140007;IE3;Plannen en studies - Activa in aanbouw; 1.339,09; 25.000,00; 25.000,00; 23.660,91;;
BP2014_2019-2/3.2.1.1/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.1;0200-00;2240007;IE3;Wegen - Activa in aanbouw;;; 0,00; 750.000,00;;
BP2014_2019-2/3.2.1.2/0200-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.2;0200-00;1500000;IE3;subsidies uitvoering fietspad Tiensesteenweg;;;;; 655.476,40; 983.214,60
BP2014_2019-2/3.2.1.2/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.2;0200-00;2240007;IE3;Uitvoering fietspad Tiensesteenweg;;;;; 1.638.691,00;
BP2014_2019-2/3.2.1.3/0200-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.3;0200-00;1500000;IE3;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;;; 241.883,64; 241.883,64;;
BP2014_2019-2/3.2.1.3/0200-00/2140007/BESTUUR/CBS/IE3/U;3.2.1.3;0200-00;2140007;IE3;Plannen en studies - Activa in aanbouw; 2.881,41; 6.049,32; 30.039,35; 30.039,35;;
BP2014_2019-2/3.2.1.3/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.3;0200-00;2240007;IE3;Uitvoering fietspad Pellenberg;;; 345.047,15; 345.047,15;;
BP2014_2019-2/3.2.1.4/0200-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.4;0200-00;1500000;IE3;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn; 142.128,61; 223.707,56;; 225.407,03;;
BP2014_2019-2/3.2.1.4/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.4;0200-00;2240007;IE3;Uitvoering weg en fietspad Lovenjoelsestraat;;;; 525.866,01;;
BP2014_2019-2/3.2.1.5/0200-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.5;0200-00;1500000;IE3;studiekost en uitvoering Neervelpse- en Opvelpsestraat;;;; 472.032,62; 515.932,38;
BP2014_2019-2/3.2.1.5/0200-00/2140007/BESTUUR/CBS/IE3/U;3.2.1.5;0200-00;2140007;IE3;Plannen en studies - Activa in aanbouw; 10.030,00; 44.644,68; 32.569,36; 50.000,00; 51.613,76; 0,00
BP2014_2019-2/3.2.1.5/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.5;0200-00;2240007;IE3;uitvoering fietspaden Opvelpse- en Neervelpsestraat;;;; 590.040,77; 644.915,48; 0,00
BP2014_2019-2/3.2.1.6/0200-00/6150001/BESTUUR/CBS/IE-GEEN/U;3.2.1.6;0200-00;6150001;IE-GEEN;Aankoop klein materieel;; 3.500,00; 3.500,00; 3.500,00; 3.500,00; 3.500,00
BP2014_2019-2/3.2.1.7/0200-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.7;0200-00;1500000;IE3;Overdracht krediet van 2014 naar 2015;; 214.744,00;;;;
BP2014_2019-2/3.2.1.7/0200-00/2140007/BESTUUR/CBS/IE3/U;3.2.1.7;0200-00;2140007;IE3;studiekosten wegenwerken;; 17.000,00; 18.000,00; 0,00;;
BP2014_2019-2/3.2.1.7/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.7;0200-00;2240007;IE3;Wegen - Activa in aanbouw; 42.284,93; 402.390,81; 88.487,30;;;
BP2014_2019-2/3.2.1.7/0310-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.7;0310-00;1500000;IE3;Overdracht krediet van 2014 naar 2015;; 187.000,00;;;;
BP2014_2019-2/3.2.1.8/0200-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.8;0200-00;1500000;IE3;Overdracht krediet van 2014 naar 2015;; 544.985,03;;;;
BP2014_2019-2/3.2.1.10/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.10;0200-00;2240007;IE3;Wegen - Activa in aanbouw; 48.985,20; 117.269,43; 130.000,00; 130.000,00; 130.000,00; 130.000,00
BP2014_2019-2/3.2.1.10/0200-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.2.1.10;0200-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â¦); 151.116,07; 65.000,00; 50.000,00; 50.000,00; 50.000,00; 50.000,00
BP2014_2019-2/3.2.2.1/0200-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.2.2.1;0200-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â¦); 10.115,60; 15.000,00; 15.000,00; 15.000,00; 15.000,00; 15.000,00
BP2014_2019-2/3.2.2.1/0290-00/6139999/BESTUUR/CBS/IE-GEEN/U;3.2.2.1;0290-00;6139999;IE-GEEN;Uitvoering mobiliteitsplan : prestaties van derden;; 4.000,00; 4.000,00; 4.000,00; 4.000,00; 4.000,00
BP2014_2019-2/3.2.2.2/0210-00/2250000/BESTUUR/CBS/IE3/U;3.2.2.2;0210-00;2250000;IE3;Overdracht krediet van 2014 naar 2015;; 7.500,00; 5.000,00;; 5.000,00;
BP2014_2019-2/3.2.2.2/0210-00/6040000/BESTUUR/CBS/IE-GEEN/U;3.2.2.2;0210-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop; 4.000,00; 6.000,00; 4.000,00; 6.000,00; 4.000,00; 6.000,00
BP2014_2019-2/3.2.2.2/0210-00/6150005/BESTUUR/CBS/IE-GEEN/U;3.2.2.2;0210-00;6150005;IE-GEEN;Vervoer; 6.516,07; 8.000,00; 8.000,00; 8.000,00; 8.000,00; 8.000,00
BP2014_2019-2/3.2.2.3/0290-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.2.2.3;0290-00;6159999;IE-GEEN;Overige exploitatiekosten; 241,40; 1.300,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/3.2.2.4/0290-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.2.2.4;0290-00;6159999;IE-GEEN;Overige exploitatiekosten; 363,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/3.2.3.1/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.3.1;0200-00;2240007;IE3;Heraanleg Panoramalaan;;; 200.000,00;;;
BP2014_2019-2/3.2.3.2/0290-00/6139999/BESTUUR/CBS/IE-GEEN/U;3.2.3.2;0290-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden; 289,13; 1.500,00; 1.500,00; 1.500,00; 1.500,00; 1.500,00
BP2014_2019-2/3.2.3.3/0290-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.2.3.3;0290-00;6159999;IE-GEEN;Overige exploitatiekosten; 6.276,36; 1.000,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/3.2.4.1/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.4.1;0200-00;2240007;IE3;pastoriestraat voetpaden;; 40.000,00;;;;
BP2014_2019-2/3.2.4.3/0200-00/2250000/BESTUUR/CBS/IE3/U;3.2.4.3;0200-00;2250000;IE3;Snelheidsinformatieborden;; 0,00;; 2.250,00;; 2.250,00
BP2014_2019-2/3.2.4.3/0200-00/6139999/BESTUUR/CBS/IE-GEEN/U;3.2.4.3;0200-00;6139999;IE-GEEN;Herstelling snelheidsinformatieborden;; 2.250,00;;;;
BP2014_2019-2/3.3.1.1/0200-00/2240007/BESTUUR/CBS/IE6/U;3.3.1.1;0200-00;2240007;IE6;voetpad Stationsstraat;; 62.000,00; 235.000,00;;;
BP2014_2019-2/3.3.1.3/0610-00/2140000/BESTUUR/CBS/IE6/U;3.3.1.3;0610-00;2140000;IE6;Overdracht krediet van 2014 naar 2015;; 0,00; 15.000,00;;;
BP2014_2019-2/3.3.1.4/0610-00/2140000/BESTUUR/CBS/IE6/U;3.3.1.4;0610-00;2140000;IE6;RUP zonevreemde gebouwen;; 0,00; 30.000,00;;;
BP2014_2019-2/3.3.1.5/0610-00/2140000/BESTUUR/CBS/IE6/U;3.3.1.5;0610-00;2140000;IE6;Overdracht krediet van 2014 naar 2015;; 0,00; 15.000,00;;;
BP2014_2019-2/3.3.1.6/0610-00/2140000/BESTUUR/CBS/IE6/U;3.3.1.6;0610-00;2140000;IE6;Overdracht krediet van 2014 naar 2015;; 0,00; 45.000,00;;;
BP2014_2019-2/3.3.1.7/0530-00/2240007/BESTUUR/CBS/IE6/U;3.3.1.7;0530-00;2240007;IE6;Deelname Ruilverkaveling Willebringen;; 51.408,00; 51.408,00; 85.680,00; 85.680,00; 85.680,00
BP2014_2019-2/3.3.1.8/0680-00/1500000/BESTUUR/CBS/IE6/O;3.3.1.8;0680-00;1500000;IE6;Uitvoering binnengebied Opvelp;; 25.000,00; 0,00;;;
BP2014_2019-2/3.3.1.8/0680-00/2140007/BESTUUR/CBS/IE6/U;3.3.1.8;0680-00;2140007;IE6;Overdracht krediet van 2014 naar 2015;; 5.954,17;;;;
BP2014_2019-2/3.3.1.8/0680-00/2200400/BESTUUR/CBS/IE6/U;3.3.1.8;0680-00;2200400;IE6;Onbebouwde terreinen - parken & tuinen - gemeenschapsgoederen; 82.187,92; 29.388,60; 100.000,00;;;
BP2014_2019-2/3.3.1.9/0119-00/1500000/BESTUUR/CBS/IE6/O;3.3.1.9;0119-00;1500000;IE6;herinrichting bovenparking (uitvoering);;; 50.000,00;;;
BP2014_2019-2/3.3.1.9/0119-00/2240007/BESTUUR/CBS/IE6/U;3.3.1.9;0119-00;2240007;IE6;Wegen - Activa in aanbouw;;; 100.000,00;;;
BP2014_2019-2/3.3.1.9/0200-00/2240007/BESTUUR/CBS/IE6/U;3.3.1.9;0200-00;2240007;IE6;Wegen - Activa in aanbouw;; 10.000,00;;;;
BP2014_2019-2/3.3.1.11/0190-00/2200000/BESTUUR/CBS/IE6/O;3.3.1.11;0190-00;2200000;IE6;Overdracht krediet van 2014 naar 2015;; 0,00; 200.000,00;;;
BP2014_2019-2/3.3.2.3/0200-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.3.2.3;0200-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â¦); 35.228,38; 43.500,00; 47.500,00; 47.500,00; 47.500,00; 47.500,00
BP2014_2019-2/3.3.2.3/0349-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.3.2.3;0349-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â¦); 12.545,76;;;;;
BP2014_2019-2/3.3.2.4/0200-00/6150001/BESTUUR/CBS/IE-GEEN/U;3.3.2.4;0200-00;6150001;IE-GEEN;Aankoop klein materieel;; 3.000,00; 3.000,00;;;
BP2014_2019-2/3.3.2.5/0340-00/6640000/BESTUUR/CBS/IE6/U;3.3.2.5;0340-00;6640000;IE6;Overdracht krediet van 2014 naar 2015;; 0,00; 5.000,00;; 5.000,00;
BP2014_2019-2/3.3.2.6/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.3.2.6;0380-00;6159999;IE-GEEN;Overige exploitatiekosten; 120,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/3.3.2.7/0329-00/2300000/BESTUUR/CBS/IE6/U;3.3.2.7;0329-00;2300000;IE6;Overdracht krediet van 2014 naar 2015;; 5.000,00;;;;
BP2014_2019-2/3.3.2.7/0329-00/6170001/BESTUUR/CBS/IE-GEEN/U;3.3.2.7;0329-00;6170001;IE-GEEN;Vergoeding aan personen ter beschikking gesteld van het bestuur; 19.666,25; 17.000,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/3.3.3.1/0750-00/2200500/BESTUUR/CBS/IE6/U;3.3.3.1;0750-00;2200500;IE6;Overdracht krediet van 2014 naar 2015;; 0,00; 9.300,00;;;
BP2014_2019-2/3.3.3.1/0750-00/2400000/BESTUUR/CBS/IE6/U;3.3.3.1;0750-00;2400000;IE6;Overdracht krediet van 2014 naar 2015;; 5.000,00; 5.000,00;; 5.000,00;
BP2014_2019-2/3.3.3.1/0750-00/6001000/BESTUUR/CBS/IE-GEEN/U;3.3.3.1;0750-00;6001000;IE-GEEN;Aankoop technisch materiaal; 1.364,62; 1.500,00; 1.000,00; 2.000,00; 500,00; 2.000,00
BP2014_2019-2/3.3.3.2/0750-00/2400000/BESTUUR/CBS/IE6/U;3.3.3.2;0750-00;2400000;IE6;Meubilair - gemeenschapsgoederen; 2.928,20; 14.366,87; 8.000,00; 2.000,00;; 10.000,00
BP2014_2019-2/3.3.4.1/0200-00/1500000/BESTUUR/CBS/IE6/O;3.3.4.1;0200-00;1500000;IE6;Overdracht krediet van 2014 naar 2015;; 434.185,60;;;;
BP2014_2019-2/3.3.4.1/0310-00/1500000/BESTUUR/CBS/IE6/O;3.3.4.1;0310-00;1500000;IE6;Overdracht krediet van 2014 naar 2015;; 437.760,00;; 183.774,00; 876.787,50;
BP2014_2019-2/3.3.4.1/0310-00/2140007/BESTUUR/CBS/IE6/U;3.3.4.1;0310-00;2140007;IE6;Heraanleg Groenstraat en Dreefstraat (incl. riolering) studiekosten;; 10.000,00; 59.266,89; 10.800,00; 38.000,00; 27.900,00
BP2014_2019-2/3.3.4.1/0310-00/2280007/BESTUUR/CBS/IE6/U;3.3.4.1;0310-00;2280007;IE6;Riolering - Activa in aanbouw;; 150.000,00;; 245.032,00; 950.000,00;
BP2014_2019-2/3.3.4.1/0310-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.3.4.1;0310-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â¦); 117.546,36; 163.600,00; 127.600,00; 144.100,00; 144.100,00; 144.100,00
BP2014_2019-2/3.3.4.1/0310-00/6491000/BESTUUR/CBS/IE-GEEN/U;3.3.4.1;0310-00;6491000;IE-GEEN;Toegestane werkingssubsidies aan gezinnen;; 15.000,00; 15.000,00;;;
BP2014_2019-2/3.3.4.2/0341-00/1500000/BESTUUR/CBS/IE6/O;3.3.4.2;0341-00;1500000;IE6;Overdracht krediet van 2014 naar 2015;; 0,00; 191.878,20;;;
BP2014_2019-2/3.3.4.2/0341-00/2203000/BESTUUR/CBS/IE6/U;3.3.4.2;0341-00;2203000;IE6;Terreinen van waterlopen - gemeenschapsgoederen;;; 109.000,00;;;
BP2014_2019-2/3.3.4.3/0341-00/1500000/BESTUUR/CBS/IE6/O;3.3.4.3;0341-00;1500000;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;; 6.375,00;; 79.050,00;;
BP2014_2019-2/3.3.4.3/0341-00/2140000/BESTUUR/CBS/IE6/U;3.3.4.3;0341-00;2140000;IE6;Plannen en studies;; 0,00; 7.440,00;;;
BP2014_2019-2/3.3.4.3/0341-00/2200100/BESTUUR/CBS/IE6/U;3.3.4.3;0341-00;2200100;IE6;Onbebouwde terreinen - landbouwgronden - gemeenschapsgoederen;; 0,00; 7.500,00;;;
BP2014_2019-2/3.3.4.3/0341-00/2203000/BESTUUR/CBS/IE6/U;3.3.4.3;0341-00;2203000;IE6;Erosiebestrijding;;; 115.000,00; 93.000,00;;
BP2014_2019-2/3.3.4.4/0310-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.3.4.4;0310-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â¦); 8.520,26; 9.250,00; 13.500,00; 13.500,00; 13.500,00; 13.500,00
BP2014_2019-2/3.3.4.4/0319-00/2203000/BESTUUR/CBS/IE6/U;3.3.4.4;0319-00;2203000;IE6;Terreinen van waterlopen - gemeenschapsgoederen;; 0,00; 10.000,00;;;
BP2014_2019-2/3.3.4.5/0310-00/1500000/BESTUUR/CBS/IE6/O;3.3.4.5;0310-00;1500000;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn; 11.250,00;;;;;
BP2014_2019-2/3.3.4.5/0310-00/2280007/BESTUUR/CBS/IE6/U;3.3.4.5;0310-00;2280007;IE6;Riolering - Activa in aanbouw; 5.596,16; 20.000,00; 20.000,00; 20.000,00; 20.000,00; 10.000,00
BP2014_2019-2/3.3.4.6/0310-00/6491000/BESTUUR/CBS/IE-GEEN/U;3.3.4.6;0310-00;6491000;IE-GEEN;Toegestane werkingssubsidies aan gezinnen; 15.774,00; 13.000,00; 6.000,00;;;
BP2014_2019-2/3.4.1.1/0119-00/2210107/BESTUUR/CBS/IE6/U;3.4.1.1;0119-00;2210107;IE6;Gebouwen - administratieve gebouwen - gemeenschapsgoederen - Activa in aanbouw;; 116.652,46;;;;
BP2014_2019-2/3.4.1.1/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.1.1;0380-00;6159999;IE-GEEN;Overige exploitatiekosten; 1.933,33; 4.000,00; 4.000,00; 4.000,00; 4.000,00; 4.000,00
BP2014_2019-2/3.4.1.3/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.1.3;0380-00;6159999;IE-GEEN;Overige exploitatiekosten; 75,20; 1.500,00; 1.500,00; 1.500,00; 1.500,00; 1.500,00
BP2014_2019-2/3.4.1.4/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.1.4;0160-00;6159999;IE-GEEN;Overige exploitatiekosten; 2.000,00; 2.200,00; 2.200,00; 2.200,00; 2.200,00; 2.200,00
BP2014_2019-2/3.4.2.1/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.2.1;0160-00;6159999;IE-GEEN;Overige exploitatiekosten; 948,08; 5.000,00; 3.000,00; 3.000,00; 3.000,00; 3.000,00
BP2014_2019-2/3.4.2.2/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.2.2;0160-00;6159999;IE-GEEN;Overige exploitatiekosten; 512,43; 1.500,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/3.4.2.3/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.2.3;0160-00;6159999;IE-GEEN;Overige exploitatiekosten; 26.949,30; 125.128,00; 30.300,00;;;
BP2014_2019-2/3.4.2.4/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.2.4;0160-00;6159999;IE-GEEN;Overige exploitatiekosten; 2.250,00; 3.000,00; 3.000,00; 3.000,00; 3.000,00; 3.000,00
BP2014_2019-2/3.4.2.5/0160-00/7404999/BESTUUR/CBS/IE-GEEN/O;3.4.2.5;0160-00;7404999;IE-GEEN;Overige algemene werkingssubsidies; 77.727,66; 33.000,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/3.4.3.1/0309-00/2220007/BESTUUR/CBS/IE6/U;3.4.3.1;0309-00;2220007;IE6;Bebouwde terreinen - gemeenschapsgoederen - Activa in aanbouw;; 40.300,00;;;;
BP2014_2019-2/3.4.3.1/0309-00/2350000/BESTUUR/CBS/IE6/U;3.4.3.1;0309-00;2350000;IE6;Installaties, machines en uitrusting - bedrijfsmatige MVA; 19.056,29;;;;;
BP2014_2019-2/3.4.3.1/0309-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.3.1;0309-00;6159999;IE-GEEN;Overige exploitatiekosten; 292.773,12; 271.500,00; 271.500,00; 271.500,00; 271.500,00; 271.500,00
BP2014_2019-2/3.4.3.1/0309-00/7000003/BESTUUR/CBS/IE-GEEN/O;3.4.3.1;0309-00;7000003;IE-GEEN;Verkoop van schroot/oud ijzer;; 8.000,00; 8.000,00; 8.000,00; 8.000,00; 8.000,00
BP2014_2019-2/3.4.3.2/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.3.2;0380-00;6159999;IE-GEEN;Overige exploitatiekosten; 203,88; 750,00; 250,00; 250,00; 250,00; 250,00
BP2014_2019-2/3.4.3.3/0200-00/2300000/BESTUUR/CBS/IE6/U;3.4.3.3;0200-00;2300000;IE6;Installaties, machines en uitrusting - gemeenschapsgoederen; 26.317,50;;;;;
BP2014_2019-2/3.4.3.4/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.3.4;0380-00;6159999;IE-GEEN;Overige exploitatiekosten; 487,50; 1.000,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/3.5.1.2/0610-00/2140000/BESTUUR/CBS/IE4/U;3.5.1.2;0610-00;2140000;IE4;Overdracht krediet van 2014 naar 2015;; 0,00; 15.000,00;;;
BP2014_2019-2/3.5.1.4/0500-00/6103501/BESTUUR/CBS/IE-GEEN/U;3.5.1.4;0500-00;6103501;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen;; 6.100,00;;;;
BP2014_2019-2/3.5.1.4/0500-00/6139999/BESTUUR/CBS/IE-GEEN/U;3.5.1.4;0500-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden; 3.608,15; 7.500,00; 7.500,00; 7.500,00; 7.500,00; 7.500,00
BP2014_2019-2/3.5.1.4/0500-00/6150001/BESTUUR/CBS/IE-GEEN/U;3.5.1.4;0500-00;6150001;IE-GEEN;Verkeerssignalisatie;; 1.800,00;;;;
BP2014_2019-2/3.5.1.4/0500-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.5.1.4;0500-00;6159999;IE-GEEN;Overige exploitatiekosten; 2.223,98; 4.743,19; 3.630,70; 3.817,30; 3.910,45; 4.003,60
BP2014_2019-2/3.5.1.4/0500-00/7020999/BESTUUR/CBS/IE-GEEN/O;3.5.1.4;0500-00;7020999;IE-GEEN;Opbrengsten uit andere prestaties;; 1.400,00; 2.025,00; 2.400,00; 2.650,00; 2.900,00
BP2014_2019-2/3.5.1.4/0500-00/7406999/BESTUUR/CBS/IE-GEEN/O;3.5.1.4;0500-00;7406999;IE-GEEN;Overige specifieke projectsubsidies; 6.250,00; 3.034,46; 9.284,46;;;
BP2014_2019-2/3.5.1.6/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.5.1.6;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;; 250,00; 250,00; 250,00; 250,00; 250,00
BP2014_2019-2/3.5.3.2/0520-00/6139999/BESTUUR/CBS/IE-GEEN/U;3.5.3.2;0520-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;;;; 500,00; 500,00; 500,00
BP2014_2019-2/3.5.3.4/0520-00/6150013/BESTUUR/CBS/IE-GEEN/U;3.5.3.4;0520-00;6150013;IE-GEEN;Drukwerk voor exploitatie;; 1.000,00; 5.000,00; 3.000,00;;
BP2014_2019-2/3.5.3.5/0520-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.5.3.5;0520-00;6159999;IE-GEEN;Overige exploitatiekosten; 229,09; 1.000,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/3.5.3.6/0680-00/6103501/BESTUUR/CBS/IE-GEEN/U;3.5.3.6;0680-00;6103501;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen;; 5.000,00;;;;
BP2014_2019-2/4.1.1.1/0190-00/6143005/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0190-00;6143005;IE-GEEN;Reis- en verblijfkosten (Dienstverplaatsing); 1.431,81;;;;;
BP2014_2019-2/4.1.1.1/0701-00/6141007/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â¦); 15,17; 13,00; 13,00; 13,00; 13,00; 13,00
BP2014_2019-2/4.1.1.1/0701-00/6201000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/4.1.1.1/0701-00/6201100/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6201100;IE-GEEN;Vakantiegeld vastbenoemd personeel; 0,00;;;;;
BP2014_2019-2/4.1.1.1/0701-00/6202000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen; 165.646,12; 55.928,08; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/4.1.1.1/0701-00/6202100/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6202100;IE-GEEN;Vakantiegeld gesubsidieerde contractuelen; 12.500,59;;;;;
BP2014_2019-2/4.1.1.1/0701-00/6203000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel; 148.512,04; 289.027,24; 349.582,35; 358.321,91; 367.279,96; 376.461,96
