Code;Actie;Beleidsitem code;Algemene rekening;Economische sectorcode;Investeringsenveloppe;Eerste omschrijving;2014;2015;2016;2017;2018;2019
BP2014_2019-1/2.2.3.6/0701-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;2.2.3.6;0701-00;6221100;500;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 811.80;€ 828.04;€ 844.60;€ 861.49;€ 878.72;€ 896.29
BP2014_2019-1/2.2.3.6/0701-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;2.2.3.6;0701-00;6231004;500;IE-GEEN;Maaltijdcheques;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00
BP2014_2019-1/2.2.3.6/0701-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;2.2.3.6;0701-00;6496000;500;IE-GEEN;Tussenkomst in de vakbondspremies;€ 94.00;€ 95.41;€ 96.84;€ 98.29;€ 99.77;€ 101.26
BP2014_2019-1/2.2.3.7/0701-00/6143001/BESTUUR/CBS/600/IE-GEEN/U;2.2.3.7;0701-00;6143001;600;IE-GEEN;Representatie- en receptiekosten & kosten onthaal;€ 250.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00
BP2014_2019-1/3.1.1.4/0200-00/2240007/BESTUUR/CBS/600/IE2/U;3.1.1.4;0200-00;2240007;600;IE2;Aandeel wegenis Mevrouwkesveld;;;;€ 150,000.00;;
BP2014_2019-1/3.1.1.4/0341-00/2140007/BESTUUR/CBS/600/IE2/U;3.1.1.4;0341-00;2140007;600;IE2;soc.huisv.Mevr.veld;€ 0.00;;;;;
BP2014_2019-1/3.1.1.5/0610-00/2240007/BESTUUR/CBS/600/IE2/U;3.1.1.5;0610-00;2240007;600;IE2;Woonproject De Wip;;;€ 200,000.00;;;
BP2014_2019-1/3.1.1.6/0620-00/2200000/BESTUUR/CBS/500/IE2/O;3.1.1.6;0620-00;2200000;500;IE2;Onbebouwde terreinen - gemeenschapsgoederen;;;;€ 250,000.00;;
BP2014_2019-1/3.1.2.1/0629-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;3.1.2.1;0629-00;6493000;800;IE-GEEN;Project lokaal woonbeleid;€ 37,543.86;€ 39,179.98;€ 40,492.23;€ 10,000.00;€ 10,000.00;€ 10,000.00
BP2014_2019-1/3.1.2.2/0350-00/6491000/BESTUUR/CBS/500/IE-GEEN/U;3.1.2.2;0350-00;6491000;500;IE-GEEN;Toegestane werkingssubsidies aan gezinnen;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00
BP2014_2019-1/3.1.2.3/0310-00/6491000/BESTUUR/CBS/500/IE-GEEN/U;3.1.2.3;0310-00;6491000;500;IE-GEEN;Sanering stookolietanks;€ 12,000.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00
BP2014_2019-1/3.1.2.3/0350-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.1.2.3;0350-00;6159999;600;IE-GEEN;Overige exploitatiekosten;;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00
BP2014_2019-1/3.1.2.3/0350-00/6491000/BESTUUR/CBS/500/IE-GEEN/U;3.1.2.3;0350-00;6491000;500;IE-GEEN;Subsidie energiebesparing;€ 7,250.00;€ 7,250.00;€ 7,250.00;€ 7,250.00;€ 7,250.00;€ 7,250.00
BP2014_2019-1/3.1.3.2/0629-00/6491000/BESTUUR/CBS/500/IE-GEEN/U;3.1.3.2;0629-00;6491000;500;IE-GEEN;Verbeterings- en aanpassingspremie;€ 13,000.00;€ 12,000.00;€ 11,000.00;€ 10,000.00;€ 10,000.00;€ 10,000.00
BP2014_2019-1/3.2.1.1/0200-00/1500000/BESTUUR/CBS/300/IE3/O;3.2.1.1;0200-00;1500000;300;IE3;studie- en uitvoeringskosten fietsroute Leuven - Tienen;€ 20,000.00;;€ 500,000.00;;;
BP2014_2019-1/3.2.1.1/0200-00/2140007/BESTUUR/CBS/600/IE3/U;3.2.1.1;0200-00;2140007;600;IE3;Studiekosten en uitvoering fietsroute Leuven-Tienen;€ 50,000.00;€ 25,000.00;€ 520,000.00;;;
BP2014_2019-1/3.2.1.2/0200-00/1500000/BESTUUR/CBS/300/IE3/O;3.2.1.2;0200-00;1500000;300;IE3;subsidies uitvoering fietspad Tiensesteenweg;€ 0.00;;;;€ 655,476.40;€ 983,214.60
BP2014_2019-1/3.2.1.2/0200-00/2240007/BESTUUR/CBS/600/IE3/U;3.2.1.2;0200-00;2240007;600;IE3;Uitvoering fietspad Tiensesteenweg;;;;;€ 1,638,691.00;
BP2014_2019-1/3.2.1.3/0200-00/1500000/BESTUUR/CBS/300/IE3/O;3.2.1.3;0200-00;1500000;300;IE3;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;;;€ 437,136.45;;;
BP2014_2019-1/3.2.1.3/0200-00/2140007/BESTUUR/CBS/600/IE3/U;3.2.1.3;0200-00;2140007;600;IE3;fietspad Pellenberg;€ 8,930.73;;;;;
BP2014_2019-1/3.2.1.3/0200-00/2240007/BESTUUR/CBS/600/IE3/U;3.2.1.3;0200-00;2240007;600;IE3;Uitvoering fietspad Pellenberg;;;€ 663,395.27;;;
BP2014_2019-1/3.2.1.4/0200-00/1500000/BESTUUR/CBS/300/IE3/O;3.2.1.4;0200-00;1500000;300;IE3;subsidie fietspad Lovenjoelsestraat deel 1 & 2 Waversestwg;€ 365,836.17;;;€ 225,407.03;;
BP2014_2019-1/3.2.1.4/0200-00/2240007/BESTUUR/CBS/600/IE3/U;3.2.1.4;0200-00;2240007;600;IE3;Uitvoering weg en fietspad Lovenjoelsestraat;;;;€ 525,866.01;;
BP2014_2019-1/3.2.1.5/0200-00/1500000/BESTUUR/CBS/300/IE3/O;3.2.1.5;0200-00;1500000;300;IE3;studiekost en uitvoering Neervelpse- en Opvelpsestraat;;;;;€ 363,387.20;€ 412,910.08
BP2014_2019-1/3.2.1.5/0200-00/2140007/BESTUUR/CBS/600/IE3/U;3.2.1.5;0200-00;2140007;600;IE3;Studiekosten diverse fietspaden;€ 24,674.68;€ 0.00;€ 14,400.00;€ 0.00;€ 18,169.36;€ 51,613.76
BP2014_2019-1/3.2.1.5/0200-00/2240007/BESTUUR/CBS/600/IE3/U;3.2.1.5;0200-00;2240007;600;IE3;uitvoering fietspaden Opvelpse- en Neervelpsestraat;;;;;€ 454,234.00;€ 515,137.00
BP2014_2019-1/3.2.1.6/0200-00/6150001/BESTUUR/CBS/600/IE-GEEN/U;3.2.1.6;0200-00;6150001;600;IE-GEEN;Aankoop klein materieel;€ 0.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00
BP2014_2019-1/3.2.1.7/0200-00/1500000/BESTUUR/CBS/300/IE3/O;3.2.1.7;0200-00;1500000;300;IE3;subsidies Oude Geldenaalsebaan/water-gareelstraat;€ 401,744.00;;;;;
BP2014_2019-1/3.2.1.7/0200-00/2140007/BESTUUR/CBS/600/IE3/U;3.2.1.7;0200-00;2140007;600;IE3;studiekosten wegenwerken;€ 0.00;€ 27,000.00;€ 18,000.00;€ 75,000.00;;
BP2014_2019-1/3.2.1.7/0200-00/2240007/BESTUUR/CBS/600/IE3/U;3.2.1.7;0200-00;2240007;600;IE3;Heraanleg diverse wegen;€ 269,276.67;€ 193,653.70;€ 88,487.30;;;
BP2014_2019-1/3.2.1.8/0200-00/1500000/BESTUUR/CBS/300/IE3/O;3.2.1.8;0200-00;1500000;300;IE3;subsidies Tiensesteenweg;€ 544,985.03;;;;;
BP2014_2019-1/3.2.1.10/0200-00/2240007/BESTUUR/CBS/600/IE3/U;3.2.1.10;0200-00;2240007;600;IE3;Onderhoud wegen;€ 50,000.00;€ 50,000.00;€ 50,000.00;€ 50,000.00;€ 50,000.00;€ 50,000.00
BP2014_2019-1/3.2.1.10/0200-00/6103510/BESTUUR/CBS/600/IE-GEEN/U;3.2.1.10;0200-00;6103510;600;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);€ 152,000.00;€ 125,000.00;€ 125,000.00;€ 125,000.00;€ 125,000.00;€ 125,000.00
BP2014_2019-1/3.2.2.1/0200-00/6103510/BESTUUR/CBS/600/IE-GEEN/U;3.2.2.1;0200-00;6103510;600;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);€ 19,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00
BP2014_2019-1/3.2.2.1/0290-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;3.2.2.1;0290-00;6139999;600;IE-GEEN;Uitvoering mobiliteitsplan : prestaties van derden;€ 0.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00
BP2014_2019-1/3.2.2.2/0210-00/2250000/BESTUUR/CBS/600/IE3/U;3.2.2.2;0210-00;2250000;600;IE3;Schuilhuisjes;€ 7,500.00;;€ 5,000.00;;€ 5,000.00;
BP2014_2019-1/3.2.2.2/0210-00/6040000/BESTUUR/CBS/600/IE-GEEN/U;3.2.2.2;0210-00;6040000;600;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;€ 4,000.00;€ 6,000.00;€ 4,000.00;€ 6,000.00;€ 4,000.00;€ 6,000.00
BP2014_2019-1/3.2.2.2/0210-00/6150005/BESTUUR/CBS/600/IE-GEEN/U;3.2.2.2;0210-00;6150005;600;IE-GEEN;Overeenkomst De Lijn;€ 8,000.00;€ 8,000.00;€ 8,000.00;€ 8,000.00;€ 8,000.00;€ 8,000.00
BP2014_2019-1/3.2.2.3/0290-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.2.2.3;0290-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 500.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00
BP2014_2019-1/3.2.2.4/0290-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.2.2.4;0290-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 500.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00
BP2014_2019-1/3.2.3.1/0200-00/2240007/BESTUUR/CBS/600/IE3/U;3.2.3.1;0200-00;2240007;600;IE3;Heraanleg Panoramalaan;;;€ 200,000.00;;;
BP2014_2019-1/3.2.3.2/0290-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;3.2.3.2;0290-00;6139999;600;IE-GEEN;Prestaties van derden (Uitvoeren verkeersmetingen en -tellingen);€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00
BP2014_2019-1/3.2.3.3/0290-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.2.3.3;0290-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 4,550.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00
BP2014_2019-1/3.2.4.1/0200-00/2240007/BESTUUR/CBS/600/IE3/U;3.2.4.1;0200-00;2240007;600;IE3;pastoriestraat voetpaden;;€ 40,000.00;;;;
BP2014_2019-1/3.2.4.3/0200-00/2250000/BESTUUR/CBS/600/IE3/U;3.2.4.3;0200-00;2250000;600;IE3;Snelheidsinformatieborden;€ 0.00;€ 2,250.00;;€ 2,250.00;;€ 2,250.00
BP2014_2019-1/3.3.1.1/0200-00/2240007/BESTUUR/CBS/600/IE6/U;3.3.1.1;0200-00;2240007;600;IE6;voetpad Stationsstraat;;€ 50,000.00;€ 200,000.00;;;
BP2014_2019-1/3.3.1.3/0610-00/2140000/BESTUUR/CBS/600/IE6/U;3.3.1.3;0610-00;2140000;600;IE6;RUP st Camillus;€ 15,000.00;;;;;
BP2014_2019-1/3.3.1.4/0610-00/2140000/BESTUUR/CBS/600/IE6/U;3.3.1.4;0610-00;2140000;600;IE6;RUP zonevreemde gebouwen;;€ 30,000.00;;;;
BP2014_2019-1/3.3.1.5/0610-00/2140000/BESTUUR/CBS/600/IE6/U;3.3.1.5;0610-00;2140000;600;IE6;RUP CP;€ 15,000.00;;;;;
BP2014_2019-1/3.3.1.6/0610-00/2140000/BESTUUR/CBS/600/IE6/U;3.3.1.6;0610-00;2140000;600;IE6;RUP voetbal Lovenjoel en Bierbeek;€ 15,000.00;;€ 30,000.00;;;
BP2014_2019-1/3.3.1.7/0530-00/2240007/BESTUUR/CBS/300/IE6/U;3.3.1.7;0530-00;2240007;300;IE6;Deelname Ruilverkaveling Willebringen;€ 0.00;€ 51,408.00;€ 51,408.00;€ 85,680.00;€ 85,680.00;€ 85,680.00
BP2014_2019-1/3.3.1.8/0680-00/1500000/BESTUUR/CBS/300/IE6/O;3.3.1.8;0680-00;1500000;300;IE6;Uitvoering binnengebied Opvelp;;€ 25,000.00;€ 41,429.20;;;
BP2014_2019-1/3.3.1.8/0680-00/2140007/BESTUUR/CBS/600/IE6/U;3.3.1.8;0680-00;2140007;600;IE6;ontwerp BPA De Velp.;€ 5,636.18;;;;;
BP2014_2019-1/3.3.1.8/0680-00/2200400/BESTUUR/CBS/600/IE6/U;3.3.1.8;0680-00;2200400;600;IE6;Uitvoering binnengebied Opvelp;€ 94,283.22;;€ 165,716.78;;;
BP2014_2019-1/3.3.1.9/0119-00/1500000/BESTUUR/CBS/300/IE6/O;3.3.1.9;0119-00;1500000;300;IE6;herinrichting bovenparking (uitvoering);;;€ 50,000.00;;;
BP2014_2019-1/3.3.1.9/0119-00/2240007/BESTUUR/CBS/600/IE6/U;3.3.1.9;0119-00;2240007;600;IE6;Wegen - Activa in aanbouw;;;€ 381,232.76;;;
BP2014_2019-1/3.3.1.9/0200-00/2240007/BESTUUR/CBS/600/IE6/U;3.3.1.9;0200-00;2240007;600;IE6;herinrichting bovenparking (studiekosten );€ 7,500.00;€ 34,283.12;;;;
BP2014_2019-1/3.3.1.11/0190-00/2200000/BESTUUR/CBS/500/IE6/O;3.3.1.11;0190-00;2200000;500;IE6;Onbebouwde terreinen - gemeenschapsgoederen;€ 200,000.00;;;;;
BP2014_2019-1/3.3.2.3/0200-00/6103510/BESTUUR/CBS/600/IE-GEEN/U;3.3.2.3;0200-00;6103510;600;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);€ 30,000.00;€ 30,000.00;€ 30,000.00;€ 30,000.00;€ 30,000.00;€ 30,000.00
BP2014_2019-1/3.3.2.3/0349-00/6103510/BESTUUR/CBS/600/IE-GEEN/U;3.3.2.3;0349-00;6103510;600;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);€ 12,600.00;;;;;
BP2014_2019-1/3.3.2.4/0200-00/6150001/BESTUUR/CBS/600/IE-GEEN/U;3.3.2.4;0200-00;6150001;600;IE-GEEN;Aankoop klein materieel;€ 0.00;€ 3,000.00;;;;
BP2014_2019-1/3.3.2.5/0340-00/6640000/BESTUUR/CBS/800/IE6/U;3.3.2.5;0340-00;6640000;800;IE6;Aankoop bosgronden en milieureservaten;€ 5,000.00;;€ 5,000.00;;€ 5,000.00;
BP2014_2019-1/3.3.2.6/0380-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.3.2.6;0380-00;6159999;600;IE-GEEN;Overige exploitatiekosten;;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00
BP2014_2019-1/3.3.2.7/0329-00/2300000/BESTUUR/CBS/600/IE6/U;3.3.2.7;0329-00;2300000;600;IE6;aankoop meettoestellen geluidsnormen;€ 5,000.00;;;;;
BP2014_2019-1/3.3.2.7/0329-00/6170001/BESTUUR/CBS/600/IE-GEEN/U;3.3.2.7;0329-00;6170001;600;IE-GEEN;Vergoeding aan personen ter beschikking gesteld van het bestuur;€ 24,500.00;€ 17,000.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00
BP2014_2019-1/3.3.2.7/0380-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.3.2.7;0380-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 2,000.00;;;;;
BP2014_2019-1/3.3.3.1/0750-00/2200500/BESTUUR/CBS/600/IE6/U;3.3.3.1;0750-00;2200500;600;IE6;speelbos Pimberg;€ 9,300.00;;;;;
BP2014_2019-1/3.3.3.1/0750-00/2400000/BESTUUR/CBS/600/IE6/U;3.3.3.1;0750-00;2400000;600;IE6;aanleg speelpleinen;€ 5,000.00;;€ 5,000.00;;€ 5,000.00;
BP2014_2019-1/3.3.3.1/0750-00/6001000/BESTUUR/CBS/600/IE-GEEN/U;3.3.3.1;0750-00;6001000;600;IE-GEEN;Aankoop technisch materiaal;€ 1,650.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00
BP2014_2019-1/3.3.3.2/0750-00/2400000/BESTUUR/CBS/600/IE6/U;3.3.3.2;0750-00;2400000;600;IE6;aankoop van speeltoestellen (inrichting speelpleinen);€ 7,295.07;€ 10,000.00;;€ 10,000.00;;€ 10,000.00
BP2014_2019-1/3.3.4.1/0200-00/1500000/BESTUUR/CBS/300/IE6/O;3.3.4.1;0200-00;1500000;300;IE6;subsidies Bieststraat,Rijsmortelstraat,Zwartehoekstraat,Perrestraat,Vinaafstraat;€ 835,804.68;;;;;
BP2014_2019-1/3.3.4.1/0310-00/1500000/BESTUUR/CBS/300/IE6/O;3.3.4.1;0310-00;1500000;300;IE6;Groenstraat (incl. riolering) + riolering Tiensestwg. & Lovenjoelsestraat;;;;€ 183,774.00;€ 876,787.50;
BP2014_2019-1/3.3.4.1/0310-00/2140007/BESTUUR/CBS/600/IE6/U;3.3.4.1;0310-00;2140007;600;IE6;erelonen Dorpsstraat;€ 3,600.00;€ 57,000.00;;€ 10,800.00;€ 38,000.00;
BP2014_2019-1/3.3.4.1/0310-00/2280007/BESTUUR/CBS/600/IE6/U;3.3.4.1;0310-00;2280007;600;IE6;riolering diverse straten en ev. heraanleg straat;€ 100,000.00;;;€ 245,032.00;€ 950,000.00;
BP2014_2019-1/3.3.4.1/0310-00/6103510/BESTUUR/CBS/600/IE-GEEN/U;3.3.4.1;0310-00;6103510;600;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);€ 139,603.84;€ 142,600.00;€ 142,600.00;€ 127,600.00;€ 127,600.00;€ 127,600.00
BP2014_2019-1/3.3.4.2/0341-00/1500000/BESTUUR/CBS/300/IE6/O;3.3.4.2;0341-00;1500000;300;IE6;aanleg bufferbekken Smisstraat, Langestraat en Rijsmortelstraat;€ 0.00;;€ 92,650.00;;;
BP2014_2019-1/3.3.4.2/0341-00/1500000/BESTUUR/CBS/400/IE6/O;3.3.4.2;0341-00;1500000;400;IE6;subsidie aankoop grond bufferbekken Smisstraat;€ 0.00;;;;;
BP2014_2019-1/3.3.4.2/0341-00/2200100/BESTUUR/CBS/500/IE6/U;3.3.4.2;0341-00;2200100;500;IE6;aankoop grond bufferbekken Smisstraat;€ 300.00;;;;;
BP2014_2019-1/3.3.4.2/0341-00/2203000/BESTUUR/CBS/600/IE6/U;3.3.4.2;0341-00;2203000;600;IE6;aanleg bufferbekken Smisstraat/Langestr/Rijsmortelstr;€ 0.00;;€ 109,000.00;;;
BP2014_2019-1/3.3.4.3/0341-00/1500000/BESTUUR/CBS/400/IE6/O;3.3.4.3;0341-00;1500000;400;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;€ 0.00;€ 6,375.00;;€ 79,050.00;;
BP2014_2019-1/3.3.4.3/0341-00/2140000/BESTUUR/CBS/600/IE6/U;3.3.4.3;0341-00;2140000;600;IE6;Plannen en studies erosiebestrijding Kloosterstr/Hollew;€ 0.00;;;;;
BP2014_2019-1/3.3.4.3/0341-00/2200100/BESTUUR/CBS/500/IE6/U;3.3.4.3;0341-00;2200100;500;IE6;aankoop grond bufferbekkenMiddelbosstraat;€ 0.00;€ 7,500.00;;;;
BP2014_2019-1/3.3.4.3/0341-00/2203000/BESTUUR/CBS/600/IE6/U;3.3.4.3;0341-00;2203000;600;IE6;Erosiebestrijding;€ 0.00;;€ 115,000.00;€ 93,000.00;;
BP2014_2019-1/3.3.4.4/0310-00/6103510/BESTUUR/CBS/600/IE-GEEN/U;3.3.4.4;0310-00;6103510;600;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);€ 17,250.00;€ 9,250.00;€ 9,250.00;€ 9,250.00;€ 9,250.00;€ 9,250.00
BP2014_2019-1/3.3.4.4/0319-00/2203000/BESTUUR/CBS/600/IE6/U;3.3.4.4;0319-00;2203000;600;IE6;Terreinen van waterlopen - gemeenschapsgoederen;;€ 10,000.00;;;;
BP2014_2019-1/3.3.4.5/0310-00/2280007/BESTUUR/CBS/600/IE6/U;3.3.4.5;0310-00;2280007;600;IE6;Aankoop IBA's;€ 5,596.16;€ 20,000.00;€ 20,000.00;€ 20,000.00;€ 20,000.00;€ 10,000.00
BP2014_2019-1/3.3.4.6/0310-00/6491000/BESTUUR/CBS/500/IE-GEEN/U;3.3.4.6;0310-00;6491000;500;IE-GEEN;Subsidie hemelwaterputten/infiltratiesystemen enz...;€ 18,000.00;€ 9,000.00;€ 6,000.00;;;
BP2014_2019-1/3.4.1.1/0119-00/2210107/BESTUUR/CBS/600/IE6/U;3.4.1.1;0119-00;2210107;600;IE6;Gebouwen - administratieve gebouwen - gemeenschapsgoederen - Activa in aanbouw;;€ 116,652.46;;;;
BP2014_2019-1/3.4.1.1/0380-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.4.1.1;0380-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 2,500.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00
BP2014_2019-1/3.4.1.3/0380-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.4.1.3;0380-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00
BP2014_2019-1/3.4.1.4/0160-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.4.1.4;0160-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 2,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00
BP2014_2019-1/3.4.2.1/0160-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.4.2.1;0160-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 6,500.00;€ 6,500.00;€ 6,500.00;€ 6,500.00;€ 6,500.00;€ 6,500.00
BP2014_2019-1/3.4.2.2/0160-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.4.2.2;0160-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 1,000.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00
BP2014_2019-1/3.4.2.3/0160-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.4.2.3;0160-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 24,572.00;€ 125,128.00;€ 30,300.00;;;
BP2014_2019-1/3.4.2.4/0160-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.4.2.4;0160-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00
BP2014_2019-1/3.4.2.5/0160-00/7404999/BESTUUR/CBS/300/IE-GEEN/O;3.4.2.5;0160-00;7404999;300;IE-GEEN;Subsidie Vlaanderen Internat.gemeentelijke samenwerking;€ 48,000.00;€ 33,000.00;€ 33,000.00;€ 33,000.00;€ 33,000.00;€ 33,000.00
BP2014_2019-1/3.4.3.1/0309-00/2220007/BESTUUR/CBS/600/IE6/U;3.4.3.1;0309-00;2220007;600;IE6;Aanpassingswerken CP : verharding, kws-afscheider;€ 15,000.00;;;;;
BP2014_2019-1/3.4.3.1/0309-00/2350000/BESTUUR/CBS/600/IE6/U;3.4.3.1;0309-00;2350000;600;IE6;aankoop perscontainer;€ 19,056.29;;;;;
BP2014_2019-1/3.4.3.1/0309-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.4.3.1;0309-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 271,500.00;€ 271,500.00;€ 271,500.00;€ 271,500.00;€ 271,500.00;€ 271,500.00
BP2014_2019-1/3.4.3.2/0380-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.4.3.2;0380-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 250.00;€ 750.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00
BP2014_2019-1/3.4.3.3/0200-00/2300000/BESTUUR/CBS/600/IE6/U;3.4.3.3;0200-00;2300000;600;IE6;onkruidborstel voor montage op tractor;€ 26,317.50;;;;;
BP2014_2019-1/3.4.3.4/0380-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.4.3.4;0380-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 1,500.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00
BP2014_2019-1/3.5.1.2/0610-00/2140000/BESTUUR/CBS/600/IE4/U;3.5.1.2;0610-00;2140000;600;IE4;RUP D'store;€ 15,000.00;;;;;
BP2014_2019-1/3.5.1.4/0500-00/6103501/BESTUUR/CBS/600/IE-GEEN/U;3.5.1.4;0500-00;6103501;600;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen;;€ 6,100.00;;;;
BP2014_2019-1/3.5.1.4/0500-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;3.5.1.4;0500-00;6139999;600;IE-GEEN;Lokale economie;€ 3,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00
BP2014_2019-1/3.5.1.4/0500-00/6150001/BESTUUR/CBS/600/IE-GEEN/U;3.5.1.4;0500-00;6150001;600;IE-GEEN;Verkeerssignalisatie;;€ 1,800.00;;;;
BP2014_2019-1/3.5.1.4/0500-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.5.1.4;0500-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 4,320.00;;;;;
BP2014_2019-1/3.5.1.4/0500-00/7406999/BESTUUR/CBS/400/IE-GEEN/O;3.5.1.4;0500-00;7406999;400;IE-GEEN;Overige specifieke projectsubsidies;€ 6,250.00;€ 6,250.00;€ 12,500.00;;;
BP2014_2019-1/3.5.1.6/0380-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.5.1.6;0380-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00
BP2014_2019-1/3.5.3.2/0520-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;3.5.3.2;0520-00;6139999;600;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;;;;€ 500.00;€ 500.00;€ 500.00
BP2014_2019-1/3.5.3.4/0520-00/6150013/BESTUUR/CBS/600/IE-GEEN/U;3.5.3.4;0520-00;6150013;600;IE-GEEN;Drukwerk voor exploitatie;;€ 1,000.00;€ 5,000.00;€ 3,000.00;;
BP2014_2019-1/3.5.3.5/0520-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.5.3.5;0520-00;6159999;600;IE-GEEN;Overige exploitatiekosten - Toerisme;€ 1,500.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00
