Actie;Actie omschrijving;Beleidsitem;Beleidsitem omschrijving;ontvangst/uitgave;Algemene rekening;Algemene rekening omschrijving;Investeringsenveloppe;Krediet 2016;Rekening 2015;Aangerekend 2016 tot nu;Nog beschikbaar;Verschil AR 2016-AR2015;Verschil % AR 2016-AR2015;;Bijkomend BW 1-2016;Krediet na BW 1-2016;Opmerkingen;invloed MJP
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;2300000;Installaties, machines en uitrusting - gemeenschapsgoederen;IE6;72673,07;3937,34;-   ;72673,07;-3937,34;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;2400000;Meubilair - gemeenschapsgoederen;IE6;30,44;-   ;-   ;30,44;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;2430000;Rollend materieel - gemeenschapsgoederen;IE6;372500;-   ;185013,84;187486,16;185013,84;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6001000;Aankoop technisch materiaal;IE-GEEN;4000;3466,72;1234,34;2765,66;-2232,38;-64,39 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6103001;Benodigdheden voor gebouwen;IE-GEEN;3500;1273,43;679,22;2820,78;-594,21;-46,66 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6103010;Prestaties van derden voor onderhoud en herstelling gebouwen;IE-GEEN;4500;3282,31;3289,35;1210,65;7,04;0,21 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6103501;Benodigdheden voor aanleg en onderhoud van wegen;IE-GEEN;26000;20182,84;10628,23;15371,77;-9554,61;-47,34 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6103512;Onderhoud straatmeubilair;IE-GEEN;1000;1077,32;-   ;1000;-1077,32;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6103513;Sneeuwopruiming en ijzelbestrijding;IE-GEEN;20000;8008,99;3437,67;16562,33;-4571,32;-57,08 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6110000;Elektriciteit;IE-GEEN;4669;3733,61;1305,71;3363,29;-2427,9;-65,03 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6111000;Gas;IE-GEEN;9000;3733,06;2392,86;6607,14;-1340,2;-35,90 %;;;;;wellicht 1k te veel
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6112000;Stookolie;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6113000;Water;IE-GEEN;1030,23;615,44;329;701,23;-286,44;-46,54 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6131001;Erelonen en vergoedingen notarissen, deurwaarders, advocaten;IE-GEEN;2000;2162,88;465,85;1534,15;-1697,03;-78,46 %;;;;;te bekijken bij BW2
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6141001;Kantoorbenodigdheden;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6141004;Communicatiekosten telefoon en internet;IE-GEEN;4000;3964,96;2916,23;1083,77;-1048,73;-26,45 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6141007;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);IE-GEEN;10;7,25;4,14;5,86;-3,11;-42,90 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6149000;Overige administratie- en kantoorkosten;IE-GEEN;3900;1373,76;25;3875;-1348,76;-98,18 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6150001;Aankoop klein materieel;IE-GEEN;13000;10641,6;11419,29;1580,71;777,69;7,31 %;;12000;25000;Leds ikv signalisatieplan selectief doven OV + bijkomend budget signalisatie gewone werking;te bekijken
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6150004;Controle- en keuringsorganismen technisch materieel;IE-GEEN;-   ;154,03;-   ;-   ;-154,03;-100,00 %;;180;180;nazicht brandblussers niet voorzien in MJP;idem
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6150011;Kosten werkkleding;IE-GEEN;6750;6384,9;2995;3755;-3389,9;-53,09 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6150200;Huur technisch materieel;IE-GEEN;5000;1730,54;1553,34;3446,66;-177,2;-10,24 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6150300;Onderhoud en herstelling technisch materieel;IE-GEEN;23312,5;22254,45;13234,34;10078,16;-9020,11;-40,53 %;;8687,5;32000;oa herstellingen JCB;te bekijken
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6150800;Onderhoudscontracten technisch materieel;IE-GEEN;1500;1153,37;325,51;1174,49;-827,86;-71,78 %;;4000;5500;onderhoudscontract veegmachine TERBERG CITYCAT 5006 (1-NVR-001);idem
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6160001;Aankoop benodigdheden voor voertuigen;IE-GEEN;15000;17611,18;5955,91;9044,09;-11655,27;-66,18 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6160003;Controle- en keuringskosten voertuigen;IE-GEEN;750;743;406,5;343,5;-336,5;-45,29 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6160004;Olie en brandstof voor voertuigen;IE-GEEN;32000;20194,74;12387,89;19612,11;-7806,85;-38,66 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6160300;Onderhoud en herstelling voertuigen;IE-GEEN;7000;12507,96;5208,92;1791,08;-7299,04;-58,36 %;;2000;9000;onderhoud wagens extern (incl kmheffing);te bekijken
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6201000;Bezoldigingen vastbenoemd personeel;IE-GEEN;212554,44;208372,6;119012,27;93542,17;-89360,33;-42,88 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6201100;Vakantiegeld vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6202000;Bezoldigingen gesubsidieerde contractuelen;IE-GEEN;-   ;51885,47;-   ;-   ;-51885,47;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6202100;Vakantiegeld gesubsidieerde contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6203000;Bezoldigingen contractueel personeel;IE-GEEN;228562,64;124760,39;99725,72;128836,92;-25034,67;-20,07 %;;-28000;200562,64;svz 2016;??? BW2
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6203100;Vakantiegeld contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6211000;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;IE-GEEN;86788,38;82862,98;46798,11;39990,27;-36064,87;-43,52 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6211001;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6212000;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;IE-GEEN;-   ;2012,15;-   ;-   ;-2012,15;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6213000;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;IE-GEEN;59176,82;35724,61;26884,87;32291,95;-8839,74;-24,74 %;;-9000;50176,82;svz 2016;bekijken bw2
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6219000;Werkgeversbijdragen wettelijke verzekeringen - Sociale Maribel (-);IE-GEEN;-34250,01;-33026,16;-   ;-34250,01;33026,16;-100,00 %;;;;OK;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6221100;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;IE-GEEN;1288,08;1179,2;904,2;383,88;-275;-23,32 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6222000;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;IE-GEEN;-   ;973,2;-   ;-   ;-973,2;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6222100;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;IE-GEEN;-   ;1525,7;-   ;-   ;-1525,7;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6223000;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;IE-GEEN;1587,34;1176,12;862,05;725,29;-314,07;-26,70 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6223100;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;IE-GEEN;2153,78;-   ;1894,37;259,41;1894,37;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6230001;Kosten voor verplaatsingen van en naar het werk;IE-GEEN;360,58;72,56;10,78;349,8;-61,78;-85,14 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6231004;Maaltijdcheques;IE-GEEN;18900;14994;7756;11144;-7238;-48,27 %;;-2500;16400;Vaststelling bij rekening 2014+ 2015;idem
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6400009;Belastingen en taksen op rollend materieel;IE-GEEN;4750;-   ;-   ;4750;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6430000;Vergoeding schadegevallen;IE-GEEN;-   ;-   ;182,5;-182,5;182,5;-;;3700;3700;schaderegelingen innemingen riolering dorpsstraat;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;6496000;Tussenkomst in de vakbondspremies;IE-GEEN;629,47;605,15;-   ;629,47;-605,15;-100,00 %;;-629,47;-   ;Correctie JBR 6231003 ipv 6496000;idem
GBB-CBS;Gelijkblijvend beleid CBS;0210-00;Openbaar vervoer;U;2250000;Overige infrastructuur betreffende de wegen;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0210-00;Openbaar vervoer;U;6100200;Huur en huurlasten van gehuurde onroerende goederen (korte termijn);IE-GEEN;300;292,65;297,02;2,98;4,37;1,49 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0290-00;Overige mobiliteit en verkeer;U;6159999;Overige exploitatiekosten;IE-GEEN;-   ;200;200;-200;-   ;0,00 %;;200;200;bike to work;idem
GBB-CBS;Gelijkblijvend beleid CBS;0300-00;Ophalen en verwerken van huishoudelijk afval;U;6139999;Andere erelonen en vergoedingen voor prestaties van derden;IE-GEEN;500;2490,14;2191,2;-1691,2;-298,94;-12,00 %;;;;foutief geboekt - moet op 0470 - doorgegeven Luc;
GBB-CBS;Gelijkblijvend beleid CBS;0300-00;Ophalen en verwerken van huishoudelijk afval;U;6159999;Overige exploitatiekosten;IE-GEEN;425000;425723,93;213598,63;211401,37;-212125,3;-49,83 %;;20000;445000;Nog een factuur van 17,5 kEUR van 2015 aangerekend in 2016;te bekijken!!!
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;2300000;Installaties, machines en uitrusting - gemeenschapsgoederen;IE6;-   ;2538,58;-   ;-   ;-2538,58;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6001000;Aankoop technisch materiaal;IE-GEEN;1000;579,35;878,17;121,83;298,82;51,58 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6040000;Aankopen van roerende goederen bestemd voor verkoop;IE-GEEN;-   ;6391,61;168,75;-168,75;-6222,86;-97,36 %;;170;170;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6103001;Benodigdheden voor gebouwen;IE-GEEN;500;107,24;-   ;500;-107,24;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6103010;Prestaties van derden voor onderhoud en herstelling gebouwen;IE-GEEN;1300;-   ;-   ;1300;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6110000;Elektriciteit;IE-GEEN;2537,5;1724,65;568;1969,5;-1156,65;-67,07 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6113000;Water;IE-GEEN;257,5;90,71;49,36;208,14;-41,35;-45,58 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6139999;Andere erelonen en vergoedingen voor prestaties van derden;IE-GEEN;2000;-   ;-   ;2000;-   ;-;;1500;3500;oriënterend bodemonderzoek CP;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6141004;Communicatiekosten telefoon en internet;IE-GEEN;660;668,82;407,54;252,46;-261,28;-39,07 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6141007;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);IE-GEEN;1,7;1,66;0,92;0,78;-0,74;-44,58 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6142001;Aankoop klein hard- en softwaremateriaal;IE-GEEN;200;-   ;-   ;200;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6149000;Overige administratie- en kantoorkosten;IE-GEEN;250;-   ;-   ;250;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6150004;Controle- en keuringsorganismen technisch materieel;IE-GEEN;-   ;33,76;-   ;-   ;-33,76;-100,00 %;;50;50;nazicht brandblussers niet voorzien in MJP;idem
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6159999;Overige exploitatiekosten;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6202000;Bezoldigingen gesubsidieerde contractuelen;IE-GEEN;-   ;10692,11;-   ;-   ;-10692,11;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6202100;Vakantiegeld gesubsidieerde contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6203000;Bezoldigingen contractueel personeel;IE-GEEN;37222;26971,37;22029,5;15192,5;-4941,87;-18,32 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6212000;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;IE-GEEN;-   ;472,05;-   ;-   ;-472,05;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6213000;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;IE-GEEN;10519,26;8195,15;6045,43;4473,83;-2149,72;-26,23 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6222000;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;IE-GEEN;-   ;81,45;-   ;-   ;-81,45;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6222100;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;IE-GEEN;-   ;297,92;-   ;-   ;-297,92;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6223000;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;IE-GEEN;420,25;268,42;193,82;226,43;-74,6;-27,79 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6223100;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;IE-GEEN;286,11;-   ;412,5;-126,39;412,5;-;;150;436,11;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6231004;Maaltijdcheques;IE-GEEN;1350;1421;581;769;-840;-59,11 %;;150;1500;Vaststelling bij rekening 2015;idem
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6493000;Toegestane werkingssubsidies aan verenigingen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;U;6496000;Tussenkomst in de vakbondspremies;IE-GEEN;48,42;46,55;-   ;48,42;-46,55;-100,00 %;;-48,42;-   ;Correctie JBR 6231003 ipv 6496000;idem
GBB-CBS;Gelijkblijvend beleid CBS;0310-00;Beheer van regen- en afvalwater;U;2100007;Kosten van onderzoek en ontwikkeling - Activa in aanbouw;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0310-00;Beheer van regen- en afvalwater;U;2140007;Plannen en studies - Activa in aanbouw;IE6;6000;12427;1192,53;4807,47;-11234,47;-90,40 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0310-00;Beheer van regen- en afvalwater;U;2280007;Riolering - Activa in aanbouw;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0310-00;Beheer van regen- en afvalwater;U;6001000;Aankoop technisch materiaal;IE-GEEN;2500;9239,73;1602,73;897,27;-7637;-82,65 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0310-00;Beheer van regen- en afvalwater;U;6040000;Aankopen van roerende goederen bestemd voor verkoop;IE-GEEN;1000;-   ;-   ;1000;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0310-00;Beheer van regen- en afvalwater;U;6110000;Elektriciteit;IE-GEEN;1116,5;365,82;478,78;637,72;112,96;30,88 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0310-00;Beheer van regen- en afvalwater;U;6139999;Andere erelonen en vergoedingen voor prestaties van derden;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0319-00;Overig waterbeheer;U;6103510;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);IE-GEEN;22000;16073,39;-   ;22000;-16073,39;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0319-00;Overig waterbeheer;U;6400005;Belastingen op polders en wateringen;IE-GEEN;300;280,72;-   ;300;-280,72;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0320-00;Sanering van bodemverontreiniging;U;6139999;Andere erelonen en vergoedingen voor prestaties van derden;IE-GEEN;6600;-   ;-   ;6600;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0320-00;Sanering van bodemverontreiniging;U;6491000;Toegestane werkingssubsidies aan gezinnen;IE-GEEN;750;1075;1250;-500;175;16,28 %;;750;1500;;te bekijken
GBB-CBS;Gelijkblijvend beleid CBS;0329-00;Overige vermindering van milieuverontreiniging;U;6001000;Aankoop technisch materiaal;IE-GEEN;-   ;2495,13;-   ;-   ;-2495,13;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0341-00;Erosiebestrijding;U;2140007;Plannen en studies - Activa in aanbouw;IE6;19917;2244;4743;15174;2499;111,36 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0341-00;Erosiebestrijding;U;6170001;Vergoeding aan personen ter beschikking gesteld van het bestuur;IE-GEEN;8900;7350,93;4450;4450;-2900,93;-39,46 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;U;6141007;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);IE-GEEN;1;0,96;0,56;0,44;-0,4;-41,67 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;U;6201000;Bezoldigingen vastbenoemd personeel;IE-GEEN;35842,27;33896,81;22355,16;13487,11;-11541,65;-34,05 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;U;6201100;Vakantiegeld vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;U;6203000;Bezoldigingen contractueel personeel;IE-GEEN;22132;21234,38;12664,33;9467,67;-8570,05;-40,36 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;U;6203100;Vakantiegeld contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;U;6211000;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;IE-GEEN;14084;13837,91;9224,6;4859,4;-4613,31;-33,34 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;U;6211001;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;U;6213000;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;IE-GEEN;6986,66;6222,88;3475,4;3511,26;-2747,48;-44,15 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;U;6221100;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;IE-GEEN;242,62;233,2;233,2;9,42;-   ;0,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;U;6223000;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;IE-GEEN;262,66;199,54;111,41;151,25;-88,13;-44,17 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;U;6223100;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;IE-GEEN;112,23;63,25;63,25;48,98;-   ;0,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;U;6231004;Maaltijdcheques;IE-GEEN;2700;1960;1106;1594;-854;-43,57 %;;-500;2200;Vaststelling bij rekening 2014+ 2015;idem
GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;U;6493000;Toegestane werkingssubsidies aan verenigingen;IE-GEEN;509,8;-   ;-   ;509,8;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;U;6496000;Tussenkomst in de vakbondspremies;IE-GEEN;96,84;46,55;-   ;96,84;-46,55;-100,00 %;;-96,84;-   ;Correctie JBR 6231003 ipv 6496000;idem
GBB-CBS;Gelijkblijvend beleid CBS;0470-00;Dierenbescherming;U;6139999;Andere erelonen en vergoedingen voor prestaties van derden;IE-GEEN;4700;1720;385;4315;-1335;-77,62 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0500-00;Handel en middenstand;U;6142800;Onderhoudscontracten computermaterieel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;U;6001000;Aankoop technisch materiaal;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;U;6040000;Aankopen van roerende goederen bestemd voor verkoop;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;U;6141007;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;U;6201000;Bezoldigingen vastbenoemd personeel;IE-GEEN;12054,53;36164,83;10424,14;1630,39;-25740,69;-71,18 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;U;6201100;Vakantiegeld vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;U;6211000;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;IE-GEEN;4928,07;14784,23;3667,32;1260,75;-11116,91;-75,19 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;U;6211001;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;U;6221100;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;IE-GEEN;275;275;275;-   ;-   ;0,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;U;6231004;Maaltijdcheques;IE-GEEN;400;1162;315;85;-847;-72,89 %;;-85;315;Gerda uit dienst;
GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;U;6496000;Tussenkomst in de vakbondspremies;IE-GEEN;46,55;46,55;-   ;46,55;-46,55;-100,00 %;;-46,55;-   ;Correctie JBR 6231003 ipv 6496000;idem
GBB-CBS;Gelijkblijvend beleid CBS;0521-00;Toerisme - Sectorondersteuning;U;6159999;Overige exploitatiekosten;IE-GEEN;1000;-   ;-   ;1000;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0521-00;Toerisme - Sectorondersteuning;U;6493000;Toegestane werkingssubsidies aan verenigingen;IE-GEEN;4896,5;4896,5;4896,5;-   ;-   ;0,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0530-00;Land-, tuin- & bosbouw;U;6493000;Toegestane werkingssubsidies aan verenigingen;IE-GEEN;-   ;5000;-   ;-   ;-5000;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0530-00;Land-, tuin- & bosbouw;U;6640000;Toegestane investeringssubsidies;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
