Code;Actie;Beleidsitem code;Algemene rekening;Investeringsenveloppe;Omschrijving budgetboekjaar;2016;2017;2018;2019;2020;2021
BP2014_2021-3/3.1.2.3/0350-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.1.2.3;0350-00;6159999;IE-GEEN;Overige exploitatiekosten;0;0;0;0;;
BP2014_2021-3/3.1.2.3/0350-00/6491000/BESTUUR/CBS/IE-GEEN/U;3.1.2.3;0350-00;6491000;IE-GEEN;Subsidie energiebesparing;€ 17.000,00;€ 24.500,00;€ 24.500,00;€ 24.500,00;€ 24.500,00;
BP2014_2021-3/3.1.3.2/0629-00/6491000/BESTUUR/CBS/IE-GEEN/U;3.1.3.2;0629-00;6491000;IE-GEEN;Verbeterings- en aanpassingspremie;€ 6.500,00;€ 6.500,00;€ 6.500,00;€ 6.500,00;€ 6.500,00;€ 6.500,00
BP2014_2021-3/3.2.1.1/0200-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.1;0200-00;1500000;IE3;studie- en uitvoeringskosten fietsroute Leuven - Tienen;0;0;;;;
BP2014_2021-3/3.2.1.1/0200-00/2140007/BESTUUR/CBS/IE3/U;3.2.1.1;0200-00;2140007;IE3;Studiekosten en uitvoering fietsroute Leuven-Tienen;€ 18.797,16;0;;;;
BP2014_2021-3/3.2.1.1/0200-00/2240000/BESTUUR/CBS/IE3/U;3.2.1.1;0200-00;2240000;IE3;Wegen;;;;;;€ 92.500,00
BP2014_2021-3/3.2.1.1/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.1;0200-00;2240007;IE3;Wegen - Activa in aanbouw;0;0;;;€ 31.534,60;
BP2014_2021-3/3.2.1.2/0200-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.2;0200-00;1500000;IE3;subsidies uitvoering fietspad Tiensesteenweg;;;0;0;;
BP2014_2021-3/3.2.1.2/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.2;0200-00;2240007;IE3;Uitvoering fietspad Tiensesteenweg;;;€ 1.638.691,00;;;
BP2014_2021-3/3.2.1.3/0200-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.3;0200-00;1500000;IE3;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;0;0;€ 185.184,69;;;
BP2014_2021-3/3.2.1.3/0200-00/2140007/BESTUUR/CBS/IE3/U;3.2.1.3;0200-00;2140007;IE3;Plannen en studies - Activa in aanbouw;€ 20.039,35;€ 20.039,35;€ 20.000,00;;;
BP2014_2021-3/3.2.1.3/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.3;0200-00;2240007;IE3;Uitvoering fietspad Pellenberg;0;€ 175.793,22;€ 175.793,22;;;
BP2014_2021-3/3.2.1.4/0200-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.4;0200-00;1500000;IE3;subsidie fietspad Lovenjoelsestraat deel 1 & 2 Waversestwg;;0;€ 225.407,03;;;
BP2014_2021-3/3.2.1.4/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.4;0200-00;2240007;IE3;Uitvoering weg en fietspad Lovenjoelsestraat;;€ 525.866,01;;;;
BP2014_2021-3/3.2.1.5/0200-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.5;0200-00;1500000;IE3;studiekost en uitvoering Neervelpse- en Opvelpsestraat;;€ 50.000,00;€ 520.114,14;€ 412.408,00;€ 474.294,83;€ 720.000,00
BP2014_2021-3/3.2.1.5/0200-00/2140007/BESTUUR/CBS/IE3/U;3.2.1.5;0200-00;2140007;IE3;Studiekosten diverse fietspaden;€ 43.718,33;€ 50.000,00;€ 51.613,76;€ 50.000,00;€ 50.000,00;0
BP2014_2021-3/3.2.1.5/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.5;0200-00;2240007;IE3;uitvoering fietspaden Opvelpse- en Neervelpsestraat;;€ 1.021.576,95;€ 554.189,27;€ 357.755,00;€ 900.000,00;
BP2014_2021-3/3.2.1.6/0200-00/6150001/BESTUUR/CBS/IE-GEEN/U;3.2.1.6;0200-00;6150001;IE-GEEN;Aankoop klein materieel;€ 3.500,00;€ 4.000,00;€ 3.500,00;€ 3.500,00;€ 3.500,00;€ 3.500,00
BP2014_2021-3/3.2.1.7/0200-00/2140007/BESTUUR/CBS/IE3/U;3.2.1.7;0200-00;2140007;IE3;studiekosten wegenwerken;0;€ 55.000,00;;0;;
BP2014_2021-3/3.2.1.7/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.7;0200-00;2240007;IE3;Heraanleg diverse wegen;€ 220.000,00;€ 388.487,30;€ 190.000,00;€ 200.000,00;€ 200.000,00;€ 200.000,00
BP2014_2021-3/3.2.1.7/0310-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.7;0310-00;1500000;IE3;Overdracht krediet van 2015 naar 2016;0;€ 214.744,00;;;;
BP2014_2021-3/3.2.1.8/0200-00/1500000/BESTUUR/CBS/IE3/O;3.2.1.8;0200-00;1500000;IE3;Overdracht krediet van 2015 naar 2016;0;€ 544.985,02;;;;
BP2014_2021-3/3.2.1.10/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.1.10;0200-00;2240007;IE3;Onderhoud wegen;€ 151.132,59;€ 250.000,00;€ 30.000,00;€ 130.000,00;€ 130.000,00;€ 130.000,00
BP2014_2021-3/3.2.1.10/0200-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.2.1.10;0200-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);€ 75.000,00;€ 100.000,00;€ 100.000,00;€ 100.000,00;€ 100.000,00;€ 100.000,00
BP2014_2021-3/3.2.1.14/0290-00/2250000/BESTUUR/CBS/IE3/U;3.2.1.14;0290-00;2250000;IE3;Overige infrastructuur betreffende de wegen;0;€ 30.000,00;;;;
BP2014_2021-3/3.2.2.1/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.2.1;0200-00;2240007;IE3;Wegen - Activa in aanbouw;;€ 38.000,00;;;;
BP2014_2021-3/3.2.2.1/0200-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.2.2.1;0200-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);0;€ 17.500,00;€ 15.000,00;€ 15.000,00;€ 15.000,00;€ 15.000,00
BP2014_2021-3/3.2.2.1/0200-00/7406999/BESTUUR/CBS/IE-GEEN/O;3.2.2.1;0200-00;7406999;IE-GEEN;Overige specifieke projectsubsidies;;;€ 10.000,00;;;
BP2014_2021-3/3.2.2.1/0290-00/6139999/BESTUUR/CBS/IE-GEEN/U;3.2.2.1;0290-00;6139999;IE-GEEN;Uitvoering mobiliteitsplan : prestaties van derden;0;€ 4.000,00;€ 4.000,00;€ 4.000,00;€ 4.000,00;€ 4.000,00
BP2014_2021-3/3.2.2.2/0210-00/2250000/BESTUUR/CBS/IE3/U;3.2.2.2;0210-00;2250000;IE3;Schuilhuisjes;€ 7.500,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00
BP2014_2021-3/3.2.2.2/0210-00/6040000/BESTUUR/CBS/IE-GEEN/U;3.2.2.2;0210-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;€ 1.400,00;€ 2.800,00;€ 2.800,00;€ 2.800,00;€ 2.800,00;€ 2.800,00
BP2014_2021-3/3.2.2.2/0210-00/6150005/BESTUUR/CBS/IE-GEEN/U;3.2.2.2;0210-00;6150005;IE-GEEN;Overeenkomst De Lijn;€ 13.000,00;€ 13.000,00;€ 13.000,00;€ 13.000,00;€ 13.000,00;€ 13.000,00
BP2014_2021-3/3.2.2.2/0210-00/7000099/BESTUUR/CBS/IE-GEEN/O;3.2.2.2;0210-00;7000099;IE-GEEN;Verkoop rittenkaarten De Lijn;750;€ 2.800,00;€ 2.800,00;€ 2.800,00;€ 2.800,00;€ 2.800,00
BP2014_2021-3/3.2.2.3/0290-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.2.2.3;0290-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00
BP2014_2021-3/3.2.2.4/0290-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.2.2.4;0290-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/3.2.3.1/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.3.1;0200-00;2240007;IE3;Heraanleg Panoramalaan;0;€ 250.000,00;;;;
BP2014_2021-3/3.2.3.2/0290-00/6139999/BESTUUR/CBS/IE-GEEN/U;3.2.3.2;0290-00;6139999;IE-GEEN;Prestaties van derden (Uitvoeren verkeersmetingen en -tellingen);€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00
BP2014_2021-3/3.2.3.3/0290-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.2.3.3;0290-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/3.2.4.1/0200-00/2240007/BESTUUR/CBS/IE3/U;3.2.4.1;0200-00;2240007;IE3;Overdracht krediet van 2015 naar 2016;0;€ 47.000,00;;;;
BP2014_2021-3/3.2.4.3/0200-00/2250000/BESTUUR/CBS/IE3/U;3.2.4.3;0200-00;2250000;IE3;Snelheidsinformatieborden;;€ 3.750,00;;€ 2.250,00;;€ 2.250,00
BP2014_2021-3/3.2.4.3/0290-00/6150300/BESTUUR/CBS/IE-GEEN/U;3.2.4.3;0290-00;6150300;IE-GEEN;Onderhoud en herstelling technisch materieel;€ 3.500,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/3.3.1.1/0200-00/2240007/BESTUUR/CBS/IE6/U;3.3.1.1;0200-00;2240007;IE6;voetpad Keizerstraat en dorpskern Lovenjoel;€ 55.710,23;€ 380.000,00;;;;
BP2014_2021-3/3.3.1.3/0610-00/2140000/BESTUUR/CBS/IE6/U;3.3.1.3;0610-00;2140000;IE6;Plannen en studies;0;€ 15.000,00;;;;
BP2014_2021-3/3.3.1.4/0610-00/2140000/BESTUUR/CBS/IE6/U;3.3.1.4;0610-00;2140000;IE6;Plannen en studies;0;€ 30.000,00;;;;
BP2014_2021-3/3.3.1.5/0610-00/2140000/BESTUUR/CBS/IE6/U;3.3.1.5;0610-00;2140000;IE6;Plannen en studies;0;€ 15.000,00;;;;
BP2014_2021-3/3.3.1.6/0610-00/2140000/BESTUUR/CBS/IE6/U;3.3.1.6;0610-00;2140000;IE6;RUP voetbal Lovenjoel en Bierbeek;0;€ 45.000,00;;;;
BP2014_2021-3/3.3.1.7/0530-00/2240007/BESTUUR/CBS/IE6/U;3.3.1.7;0530-00;2240007;IE6;Deelname Ruilverkaveling Willebringen;€ 51.408,00;€ 85.680,00;€ 85.680,00;€ 85.680,00;€ 27.662,40;
BP2014_2021-3/3.3.1.8/0680-00/1500000/BESTUUR/CBS/IE6/O;3.3.1.8;0680-00;1500000;IE6;Uitvoering binnengebied Opvelp;0;;;;;
BP2014_2021-3/3.3.1.8/0680-00/2140007/BESTUUR/CBS/IE6/U;3.3.1.8;0680-00;2140007;IE6;Overdracht krediet van 2015 naar 2016;€ 5.611,98;;;;;
BP2014_2021-3/3.3.1.8/0680-00/2200400/BESTUUR/CBS/IE6/U;3.3.1.8;0680-00;2200400;IE6;Onbebouwde terreinen - parken & tuinen - gemeenschapsgoederen;€ 6.070,00;€ 93.930,00;;;;
BP2014_2021-3/3.3.1.9/0119-00/1500000/BESTUUR/CBS/IE6/O;3.3.1.9;0119-00;1500000;IE6;herinrichting bovenparking (uitvoering);0;€ 50.000,00;;;;
BP2014_2021-3/3.3.1.9/0119-00/2240007/BESTUUR/CBS/IE6/U;3.3.1.9;0119-00;2240007;IE6;Wegen - Activa in aanbouw;0;€ 200.000,00;;;;
BP2014_2021-3/3.3.1.9/0200-00/2140007/BESTUUR/CBS/IE6/U;3.3.1.9;0200-00;2140007;IE6;Overdracht krediet van 2015 naar 2016;0;€ 20.000,00;;;;
BP2014_2021-3/3.3.1.11/0190-00/2200000/BESTUUR/CBS/IE6/O;3.3.1.11;0190-00;2200000;IE6;Onbebouwde terreinen - gemeenschapsgoederen;0;€ 250.000,00;;;;
BP2014_2021-3/3.3.2.3/0200-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.3.2.3;0200-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);€ 57.500,00;€ 65.000,00;€ 65.000,00;€ 65.000,00;€ 65.000,00;€ 65.000,00
BP2014_2021-3/3.3.2.3/0349-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.3.2.3;0349-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);;€ 15.000,00;;;;
BP2014_2021-3/3.3.2.3/0349-00/7406999/BESTUUR/CBS/IE-GEEN/O;3.3.2.3;0349-00;7406999;IE-GEEN;Overige specifieke projectsubsidies;;€ 12.000,00;;;;
BP2014_2021-3/3.3.2.4/0200-00/6150001/BESTUUR/CBS/IE-GEEN/U;3.3.2.4;0200-00;6150001;IE-GEEN;Aankoop klein materieel;0;€ 3.000,00;;;;
BP2014_2021-3/3.3.2.5/0340-00/6640000/BESTUUR/CBS/IE6/U;3.3.2.5;0340-00;6640000;IE6;Aankoop bosgronden en milieureservaten;0;€ 5.000,00;€ 5.000,00;;€ 5.000,00;
BP2014_2021-3/3.3.2.6/0340-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.3.2.6;0340-00;6159999;IE-GEEN;Opmaak beheerplan bos/holle wegen;0;;;€ 18.000,00;;
BP2014_2021-3/3.3.2.6/0340-00/7406999/BESTUUR/CBS/IE-GEEN/O;3.3.2.6;0340-00;7406999;IE-GEEN;Overige specifieke projectsubsidies;;;;;€ 3.900,00;
BP2014_2021-3/3.3.2.6/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.3.2.6;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/3.3.2.7/0309-00/6170001/BESTUUR/CBS/IE-GEEN/U;3.3.2.7;0309-00;6170001;IE-GEEN;Vergoeding aan personen ter beschikking gesteld van het bestuur;;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00
BP2014_2021-3/3.3.2.7/0329-00/2300000/BESTUUR/CBS/IE6/U;3.3.2.7;0329-00;2300000;IE6;Overdracht krediet van 2015 naar 2016;€ 5.000,00;;;;;
BP2014_2021-3/3.3.2.7/0329-00/6170001/BESTUUR/CBS/IE-GEEN/U;3.3.2.7;0329-00;6170001;IE-GEEN;Vergoeding aan personen ter beschikking gesteld van het bestuur;€ 3.000,00;€ 3.000,00;€ 3.000,00;€ 3.000,00;€ 3.000,00;€ 3.000,00
BP2014_2021-3/3.3.3.1/0750-00/2200500/BESTUUR/CBS/IE6/U;3.3.3.1;0750-00;2200500;IE6;Onbebouwde terreinen - sport- en speelpleinen - gemeenschapsgoederen;0;;;;;
BP2014_2021-3/3.3.3.1/0750-00/2400000/BESTUUR/CBS/IE6/U;3.3.3.1;0750-00;2400000;IE6;aanleg  speelpleinen;0;€ 27.000,00;€ 10.000,00;;€ 10.000,00;
BP2014_2021-3/3.3.3.1/0750-00/6001000/BESTUUR/CBS/IE-GEEN/U;3.3.3.1;0750-00;6001000;IE-GEEN;Aankoop technisch materiaal;100;200;200;200;200;200
BP2014_2021-3/3.3.3.1/0750-00/6153501/BESTUUR/CBS/IE-GEEN/U;3.3.3.1;0750-00;6153501;IE-GEEN;Aankoop houtsnippers;0;€ 4.000,00;0;€ 2.000,00;0;€ 2.000,00
BP2014_2021-3/3.3.3.2/0750-00/2400000/BESTUUR/CBS/IE6/U;3.3.3.2;0750-00;2400000;IE6;aankoop van speeltoestellen (inrichting speelpleinen);0;€ 16.000,00;;€ 10.000,00;;€ 10.000,00
BP2014_2021-3/3.3.3.3/0309-00/6493000/BESTUUR/CBS/IE-GEEN/U;3.3.3.3;0309-00;6493000;IE-GEEN;Subsidiering zwerfvuilacties;750;750;750;750;750;750
BP2014_2021-3/3.3.4.1/0310-00/1500000/BESTUUR/CBS/IE6/O;3.3.4.1;0310-00;1500000;IE6;Overdracht krediet van 2015 naar 2016;0;€ 701.629,03;€ 876.787,50;€ 228.750,00;;
BP2014_2021-3/3.3.4.1/0310-00/2140007/BESTUUR/CBS/IE6/U;3.3.4.1;0310-00;2140007;IE6;Heraanleg Groenstr,Herpendalstr en Dreefstraat (incl. riolering) studiekosten;€ 68.839,89;€ 10.800,00;€ 38.000,00;€ 27.900,00;;
BP2014_2021-3/3.3.4.1/0310-00/2280007/BESTUUR/CBS/IE6/U;3.3.4.1;0310-00;2280007;IE6;Overdracht krediet van 2015 naar 2016;€ 150.000,00;€ 245.032,00;€ 950.000,00;€ 305.000,00;;
BP2014_2021-3/3.3.4.1/0310-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.3.4.1;0310-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);€ 135.700,00;€ 130.000,00;€ 130.000,00;€ 130.000,00;€ 130.000,00;€ 130.000,00
BP2014_2021-3/3.3.4.1/0310-00/6491000/BESTUUR/CBS/IE-GEEN/U;3.3.4.1;0310-00;6491000;IE-GEEN;Toegestane werkingssubsidies aan gezinnen;€ 5.000,00;€ 5.000,00;€ 5.000,00;;;
BP2014_2021-3/3.3.4.2/0341-00/1500000/BESTUUR/CBS/IE6/O;3.3.4.2;0341-00;1500000;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;0;€ 143.378,20;;;;
BP2014_2021-3/3.3.4.2/0341-00/2203000/BESTUUR/CBS/IE6/U;3.3.4.2;0341-00;2203000;IE6;Terreinen van waterlopen - gemeenschapsgoederen;0;€ 50.500,00;;;;
BP2014_2021-3/3.3.4.3/0341-00/1500000/BESTUUR/CBS/IE6/O;3.3.4.3;0341-00;1500000;IE6;Overdracht krediet van 2015 naar 2016;0;€ 85.425,00;;;;
BP2014_2021-3/3.3.4.3/0341-00/2140000/BESTUUR/CBS/IE6/U;3.3.4.3;0341-00;2140000;IE6;Plannen en studies;0;€ 7.440,00;;;;
BP2014_2021-3/3.3.4.3/0341-00/2200100/BESTUUR/CBS/IE6/U;3.3.4.3;0341-00;2200100;IE6;Onbebouwde terreinen - landbouwgronden - gemeenschapsgoederen;0;€ 7.500,00;;;;
BP2014_2021-3/3.3.4.3/0341-00/2203000/BESTUUR/CBS/IE6/U;3.3.4.3;0341-00;2203000;IE6;Erosiebestrijding;0;€ 142.000,00;€ 93.000,00;;;
BP2014_2021-3/3.3.4.4/0310-00/6103510/BESTUUR/CBS/IE-GEEN/U;3.3.4.4;0310-00;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);€ 13.500,00;€ 16.500,00;€ 16.500,00;€ 16.500,00;€ 16.500,00;€ 16.500,00
BP2014_2021-3/3.3.4.4/0319-00/2203000/BESTUUR/CBS/IE6/U;3.3.4.4;0319-00;2203000;IE6;Terreinen van waterlopen - gemeenschapsgoederen;0;€ 10.000,00;;;;
BP2014_2021-3/3.3.4.5/0310-00/2280007/BESTUUR/CBS/IE6/U;3.3.4.5;0310-00;2280007;IE6;Aankoop IBA's;€ 31.665,11;€ 20.000,00;€ 20.000,00;€ 20.000,00;€ 20.000,00;€ 20.000,00
BP2014_2021-3/3.3.4.6/0310-00/6491000/BESTUUR/CBS/IE-GEEN/U;3.3.4.6;0310-00;6491000;IE-GEEN;Subsidie hemelwaterputten/infiltratiesystemen enz...;€ 6.000,00;€ 4.000,00;750;750;750;750
BP2014_2021-3/3.4.1.1/0119-00/2210107/BESTUUR/CBS/IE6/U;3.4.1.1;0119-00;2210107;IE6;Overdracht krediet van 2015 naar 2016;0;;;;;
BP2014_2021-3/3.4.1.1/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.1.1;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 4.000,00;€ 6.000,00;€ 4.000,00;€ 4.000,00;;
BP2014_2021-3/3.4.1.3/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.1.3;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 1.500,00;€ 22.000,00;€ 3.000,00;€ 1.500,00;€ 1.500,00;€ 1.500,00
BP2014_2021-3/3.4.1.4/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.1.4;0160-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 2.200,00;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00
BP2014_2021-3/3.4.2.1/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.2.1;0160-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 3.000,00;€ 3.000,00;€ 3.000,00;€ 3.000,00;€ 3.000,00;€ 3.000,00
BP2014_2021-3/3.4.2.2/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.2.2;0160-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 1.000,00;€ 1.200,00;€ 1.200,00;€ 1.200,00;€ 1.200,00;€ 1.200,00
BP2014_2021-3/3.4.2.3/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.2.3;0160-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 122.855,62;€ 106.700,00;€ 133.000,00;€ 46.000,00;€ 43.300,00;€ 40.900,00
BP2014_2021-3/3.4.2.4/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.2.4;0160-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 3.000,00;€ 3.000,00;€ 3.000,00;€ 3.000,00;€ 3.000,00;€ 3.000,00
BP2014_2021-3/3.4.2.5/0160-00/7404999/BESTUUR/CBS/IE-GEEN/O;3.4.2.5;0160-00;7404999;IE-GEEN;Subsidie Vlaanderen Internat.gemeentelijke samenwerking;0;0;0;0;;
BP2014_2021-3/3.4.3.1/0309-00/2220007/BESTUUR/CBS/IE6/U;3.4.3.1;0309-00;2220007;IE6;Overdracht krediet van 2015 naar 2016;€ 40.300,00;;;;;
BP2014_2021-3/3.4.3.1/0309-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.3.1;0309-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 271.500,00;€ 271.500,00;€ 271.500,00;€ 271.500,00;€ 271.500,00;€ 271.500,00
BP2014_2021-3/3.4.3.1/0309-00/7000003/BESTUUR/CBS/IE-GEEN/O;3.4.3.1;0309-00;7000003;IE-GEEN;Verkoop van schroot/oud ijzer;€ 6.500,00;€ 6.500,00;€ 6.500,00;€ 6.500,00;€ 6.500,00;€ 6.500,00
BP2014_2021-3/3.4.3.1/0309-00/7000099/BESTUUR/CBS/IE-GEEN/O;3.4.3.1;0309-00;7000099;IE-GEEN;Opbrengsten uit andere verkopen;€ 9.000,00;€ 9.000,00;€ 9.000,00;€ 9.000,00;€ 9.000,00;€ 9.000,00
BP2014_2021-3/3.4.3.1/0309-00/7040999/BESTUUR/CBS/IE-GEEN/O;3.4.3.1;0309-00;7040999;IE-GEEN;Andere terugvorderingen en tussenkomsten;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00
BP2014_2021-3/3.4.3.2/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.3.2;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;400;250;250;250;250;250
BP2014_2021-3/3.4.3.2/0944-00/6491000/BESTUUR/CBS/IE-GEEN/U;3.4.3.2;0944-00;6491000;IE-GEEN;Subsidie herbruikbare luiers;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/3.4.3.3/0329-00/6001000/BESTUUR/CBS/IE-GEEN/U;3.4.3.3;0329-00;6001000;IE-GEEN;Aankoop technisch materiaal;€ 3.500,00;€ 3.500,00;€ 3.500,00;€ 3.500,00;€ 3.500,00;€ 3.500,00
BP2014_2021-3/3.4.3.4/0309-00/6040000/BESTUUR/CBS/IE-GEEN/U;3.4.3.4;0309-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;€ 19.000,00;€ 10.000,00;€ 10.000,00;€ 10.000,00;€ 10.000,00;€ 10.000,00
BP2014_2021-3/3.4.3.4/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.4.3.4;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;250;250;250;250;250;250
BP2014_2021-3/3.5.1.1/0610-00/6131002/BESTUUR/CBS/IE-GEEN/U;3.5.1.1;0610-00;6131002;IE-GEEN;behoefteonderzoek lokaal bedrijventerrein;0;€ 10.000,00;;;;
BP2014_2021-3/3.5.1.2/0610-00/2140000/BESTUUR/CBS/IE4/U;3.5.1.2;0610-00;2140000;IE4;Plannen en studies;0;€ 15.000,00;;;;
BP2014_2021-3/3.5.1.4/0500-00/6103501/BESTUUR/CBS/IE-GEEN/U;3.5.1.4;0500-00;6103501;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen;€ 6.100,00;;;;;
BP2014_2021-3/3.5.1.4/0500-00/6139999/BESTUUR/CBS/IE-GEEN/U;3.5.1.4;0500-00;6139999;IE-GEEN;Lokale economie;€ 7.500,00;€ 10.000,00;€ 10.000,00;€ 10.000,00;€ 10.000,00;€ 10.000,00
BP2014_2021-3/3.5.1.4/0500-00/6150001/BESTUUR/CBS/IE-GEEN/U;3.5.1.4;0500-00;6150001;IE-GEEN;Aankoop klein materieel;0;;;;;
BP2014_2021-3/3.5.1.4/0500-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.5.1.4;0500-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 3.630,70;€ 3.817,30;€ 3.910,45;€ 4.003,60;€ 4.000,00;€ 4.000,00
BP2014_2021-3/3.5.1.4/0500-00/7020999/BESTUUR/CBS/IE-GEEN/O;3.5.1.4;0500-00;7020999;IE-GEEN;Opbrengsten uit andere prestaties;€ 1.140,00;€ 1.140,00;€ 1.140,00;€ 1.140,00;€ 1.140,00;€ 1.140,00
BP2014_2021-3/3.5.1.4/0500-00/7406999/BESTUUR/CBS/IE-GEEN/O;3.5.1.4;0500-00;7406999;IE-GEEN;Overige specifieke projectsubsidies;€ 6.465,54;€ 3.034,46;€ 3.250,00;;;
BP2014_2021-3/3.5.1.4/0500-00/7450002/BESTUUR/CBS/IE-GEEN/O;3.5.1.4;0500-00;7450002;IE-GEEN;Vervallen kadoobonnen;€ 1.360,00;€ 1.360,00;€ 1.510,00;€ 1.760,00;€ 1.660,00;€ 1.660,00
BP2014_2021-3/3.5.1.6/0380-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.5.1.6;0380-00;6159999;IE-GEEN;Overige exploitatiekosten;250;250;250;250;;
BP2014_2021-3/3.5.3.2/0520-00/6139999/BESTUUR/CBS/IE-GEEN/U;3.5.3.2;0520-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;;500;500;500;;
BP2014_2021-3/3.5.3.3/0520-00/6159999/BESTUUR/CBS/IE-GEEN/U;3.5.3.3;0520-00;6159999;IE-GEEN;Overige exploitatiekosten;;500;;;;
