Code;Actie;Beleidsitem code;Algemene rekening;Investeringsenveloppe;Omschrijving budgetboekjaar;Bedrag (Bj+0);Bedrag (Bj+1);Bedrag (Bj+2);Bedrag (Bj+3);Bedrag (Bj+4);Bedrag (Bj+5)
BP2014_2023-5./GBB-CBS/0130-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6231004;IE-GEEN;Maaltijdcheques;4200;5400;5400;5400;5400;5400
BP2014_2023-5./GBB-CBS/0130-00/7005003/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0130-00;7005003;IE-GEEN;Opbrengsten automaten;800;800;800;800;800;800
BP2014_2023-5./GBB-CBS/0130-00/7020003/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0130-00;7020003;IE-GEEN;Verstrekken van bevolkingsgegevens;10;10;5;5;5;5
BP2014_2023-5./GBB-CBS/0130-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0130-00;7040999;IE-GEEN;Andere terugvorderingen en tussenkomsten;250;250;250;250;250;250
BP2014_2023-5./GBB-CBS/0130-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0130-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;750;850;850;850;850;850
BP2014_2023-5./GBB-CBS/0160-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0160-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);2;2;2;3;3;3
BP2014_2023-5./GBB-CBS/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0160-00;6159999;IE-GEEN;"Werkingskosten ""Verbroederingsproject""";6000;5000;5000;5000;5000;5000
BP2014_2023-5./GBB-CBS/0160-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0160-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;23091.55;23831;24427;25038;25664;26306
BP2014_2023-5./GBB-CBS/0160-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0160-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;7174.11;6958;7132;7310;7493;7680
BP2014_2023-5./GBB-CBS/0160-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0160-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;429.32;438;447;671;684;698
BP2014_2023-5./GBB-CBS/0160-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0160-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;63.25;63.25;63.25;63.25;63.25;63.25
BP2014_2023-5./GBB-CBS/0160-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0160-00;6231003;IE-GEEN;Vakbondspremies;25;25;25;25;25;25
BP2014_2023-5./GBB-CBS/0160-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0160-00;6231004;IE-GEEN;Maaltijdcheques;800;800;800;800;800;800
BP2014_2023-5./GBB-CBS/0160-00/6493000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0160-00;6493000;IE-GEEN;Toelagen internationale samenwerking.;25400;25400;25400;25400;25400;25400
BP2014_2023-5./GBB-CBS/0160-00/7404999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0160-00;7404999;IE-GEEN;Federaal meerjarenplan;80000;50000;30000;20000;20000;50000
BP2014_2023-5./GBB-CBS/0160-00/7405002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0160-00;7405002;IE-GEEN;Personeelssubsidies algemeen;0;;;;;
BP2014_2023-5./GBB-CBS/0160-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0160-00;7406999;IE-GEEN;Subsidie scholenband;0;;;;;
BP2014_2023-5./GBB-CBS/0160-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0160-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;150;150;150;150;150;150
BP2014_2023-5./GBB-CBS/0190-00/6100800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6100800;IE-GEEN;Huur en huurlasten van gehuurde onroerende goederen (lange termijn);0;;;;;
BP2014_2023-5./GBB-CBS/0190-00/6120150/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6120150;IE-GEEN;Burgerlijke aansprakelijkheid;21772.29;22237.74;22200;22200;22200;22200
BP2014_2023-5./GBB-CBS/0190-00/6120160/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6120160;IE-GEEN;Verzekering voertuigen;8700;8700;8700;8700;8700;8700
BP2014_2023-5./GBB-CBS/0190-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;262;260;260;260;260;260
BP2014_2023-5./GBB-CBS/0190-00/6141005/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6141005;IE-GEEN;Procedure- en vervolgingskosten;2300;1000;1000;1000;1000;1000
BP2014_2023-5./GBB-CBS/0190-00/6143005/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6143005;IE-GEEN;Reis- en verblijfkosten (Dienstverplaatsing);6000;4500;4500;4500;4500;4500
BP2014_2023-5./GBB-CBS/0190-00/6143007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6143007;IE-GEEN;Publiciteit, advertenties & info;1550;1500;1500;1500;1500;1500
BP2014_2023-5./GBB-CBS/0190-00/6149000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6149000;IE-GEEN;Verkiezingen;10800;11000;1000;100;100;100
BP2014_2023-5./GBB-CBS/0190-00/6221000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6221000;IE-GEEN;Werkgeversbijdragen voor bovenwettelijke verzekeringen - vastbenoemd personeel;3700;3700;3700;3700;3700;3700
BP2014_2023-5./GBB-CBS/0190-00/6230001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;4700;4309.1400000000003;4395.32;4483.2299999999996;4483.2299999999996;4483.2299999999996
BP2014_2023-5./GBB-CBS/0190-00/6231005/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6231005;IE-GEEN;Verzekering arbeidsongevallen;40601.199999999997;41573.230000000003;42564.69;43575.99;43600;43600
BP2014_2023-5./GBB-CBS/0190-00/6239999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6239999;IE-GEEN;Vergoeding voor laatste ziekte en begrafeniskosten;2000;2000;2000;2000;2000;2000
BP2014_2023-5./GBB-CBS/0190-00/6430000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6430000;IE-GEEN;Vergoeding schadegevallen;250;250;250;250;250;250
BP2014_2023-5./GBB-CBS/0190-00/6479999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6479999;IE-GEEN;Overige diverse operationele kosten;0;;;;;
BP2014_2023-5./GBB-CBS/0190-00/6500100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6500100;IE-GEEN;FinanciÃ«le kosten leasingschulden;0;;;;;
BP2014_2023-5./GBB-CBS/0190-00/6570002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6570002;IE-GEEN;Verwijlintresten;3200;150;150;150;150;150
BP2014_2023-5./GBB-CBS/0190-00/7000099/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0190-00;7000099;IE-GEEN;Opbrengsten uit andere verkopen;200;200;200;200;200;200
BP2014_2023-5./GBB-CBS/0190-00/7040006/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0190-00;7040006;IE-GEEN;Tussenkomsten van verzekeringsmaatschappijen;14000;14000;14000;14000;14000;14000
BP2014_2023-5./GBB-CBS/0190-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0190-00;7040999;IE-GEEN;terugvordering PV's, telefoonkosten,...;300;300;300;300;300;300
BP2014_2023-5./GBB-CBS/0190-00/7060999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0190-00;7060999;IE-GEEN;AGB - gemeentehuis;0;;;;;
BP2014_2023-5./GBB-CBS/0190-00/7080000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0190-00;7080000;IE-GEEN;Toegekende kortingen, ristorno's en rabatten (-);0;;;;;
BP2014_2023-5./GBB-CBS/0190-00/7390000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0190-00;7390000;IE-GEEN;Gemeentelijke administratieve sanctie;500;500;500;500;500;500
BP2014_2023-5./GBB-CBS/0200-00/2140007/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2140007;IE6;Overdracht krediet van 2015 naar 2016;50000;50000;200620.86;;;
BP2014_2023-5./GBB-CBS/0200-00/2210100/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2210100;IE6;Gebouwen - administratieve gebouwen - gemeenschapsgoederen;57000;45000;;;;
BP2014_2023-5./GBB-CBS/0200-00/2250000/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2250000;IE6;Aankoop straatmeubilair;2500;25000;5000;5000;5000;5000
BP2014_2023-5./GBB-CBS/0200-00/2300000/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2300000;IE6;diversen;132230;195000;20000;15000;6500;6500
BP2014_2023-5./GBB-CBS/0200-00/2410000/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2410000;IE6;Informaticamaterieel - gemeenschapsgoederen;3000;8500;;;;
BP2014_2023-5./GBB-CBS/0200-00/2420000/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2420000;IE6;Kantooruitrusting - gemeenschapsgoederen;;2000;;;;
BP2014_2023-5./GBB-CBS/0200-00/2430000/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2430000;IE6;vervanging gesloten camionette 1 DMU 095;91000;;250000;40000;;175000
BP2014_2023-5./GBB-CBS/0200-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6001000;IE-GEEN;Aankoop technisch materiaal;10000;10000;6500;6500;6500;6500
BP2014_2023-5./GBB-CBS/0200-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6103001;IE-GEEN;Benodigdheden voor gebouwen;10000;7600;3500;3500;3500;3500
BP2014_2023-5./GBB-CBS/0200-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;4500;7600;3500;3500;3500;3500
BP2014_2023-5./GBB-CBS/0200-00/6103501/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6103501;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen;29000;23000;23000;23000;23000;23000
BP2014_2023-5./GBB-CBS/0200-00/6103512/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6103512;IE-GEEN;Onderhoud straatmeubilair;0;200;200;200;200;200
BP2014_2023-5./GBB-CBS/0200-00/6103513/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6103513;IE-GEEN;Sneeuwopruiming en ijzelbestrijding;12000;17500;17500;17500;17500;17500
BP2014_2023-5./GBB-CBS/0200-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6110000;IE-GEEN;Elektriciteit;4810.13;4882.28;4900;4900;4900;4900
BP2014_2023-5./GBB-CBS/0200-00/6111000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6111000;IE-GEEN;Gas;6000;6000;6000;6000;6000;6000
BP2014_2023-5./GBB-CBS/0200-00/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6113000;IE-GEEN;Water;4000;1577.28;1600;1600;1600;1600
BP2014_2023-5./GBB-CBS/0200-00/6131001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6131001;IE-GEEN;Erelonen en vergoedingen notarissen, deurwaarders, advocaten;2000;2000;2000;2000;2000;2000
BP2014_2023-5./GBB-CBS/0200-00/6141001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6141001;IE-GEEN;Kantoorbenodigdheden;0;;;;;
BP2014_2023-5./GBB-CBS/0200-00/6141004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6141004;IE-GEEN;Communicatiekosten telefoon en internet;7700;7500;7500;7500;7500;7500
BP2014_2023-5./GBB-CBS/0200-00/6141006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6141006;IE-GEEN;Administratief drukwerk en kopieerkosten;2800;300;300;300;300;300
BP2014_2023-5./GBB-CBS/0200-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);15;15;15;23;23;23
BP2014_2023-5./GBB-CBS/0200-00/6149000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten;1000;1000;1000;1000;1000;1000
BP2014_2023-5./GBB-CBS/0200-00/6150001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6150001;IE-GEEN;Verkeerssignalisatie;21000;18000;16000;16000;16000;16000
BP2014_2023-5./GBB-CBS/0200-00/6150004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel;180;180;180;180;180;180
BP2014_2023-5./GBB-CBS/0200-00/6150011/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6150011;IE-GEEN;Kosten werkkleding;8500;7000;7000;7000;7000;7000
BP2014_2023-5./GBB-CBS/0200-00/6150200/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6150200;IE-GEEN;Huur technisch materieel;1500;3000;3000;3000;3000;3000
BP2014_2023-5./GBB-CBS/0200-00/6150300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6150300;IE-GEEN;Onderhoud en herstelling technisch materieel;14000;17500;17500;17500;17500;17500
BP2014_2023-5./GBB-CBS/0200-00/6150800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6150800;IE-GEEN;Onderhoudscontracten technisch materieel;5900;5900;5900;5900;5900;5900
BP2014_2023-5./GBB-CBS/0200-00/6160001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6160001;IE-GEEN;Aankoop benodigdheden voor voertuigen;8400;7500;7500;7500;7500;7500
BP2014_2023-5./GBB-CBS/0200-00/6160003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6160003;IE-GEEN;Controle- en keuringskosten voertuigen;750;750;750;750;750;750
BP2014_2023-5./GBB-CBS/0200-00/6160004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6160004;IE-GEEN;Olie en brandstof voor voertuigen;33000;30000;30000;30000;30000;30000
BP2014_2023-5./GBB-CBS/0200-00/6160300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6160300;IE-GEEN;Onderhoud en herstelling voertuigen;4500;4500;4500;4500;4500;4500
BP2014_2023-5./GBB-CBS/0200-00/6160999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6160999;IE-GEEN;Overige kosten wagenpark;400;400;400;400;400;400
BP2014_2023-5./GBB-CBS/0200-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;234916.83;244079;250181;266436;262847;279418
BP2014_2023-5./GBB-CBS/0200-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;174807.21;198748;203717;208810;214030;219381
BP2014_2023-5./GBB-CBS/0200-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;96881.3;98785;101255;103786;106381;109041
BP2014_2023-5./GBB-CBS/0200-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;;;;;
BP2014_2023-5./GBB-CBS/0200-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;52700.87;58137;59590;61080;62607;64172
BP2014_2023-5./GBB-CBS/0200-00/6219000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6219000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - Sociale Maribel (-);-34250.01;-34250.01;-34250.01;-34250.01;-34250.01;-34250.01
BP2014_2023-5./GBB-CBS/0200-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;1332.04;1354.68;1354.68;1354.68;1354.68;1354.68
BP2014_2023-5./GBB-CBS/0200-00/6222000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;0;;;;;
BP2014_2023-5./GBB-CBS/0200-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;3000;3060;3121;4682;4776;4872
BP2014_2023-5./GBB-CBS/0200-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;1500;1500;1500;1500;1500;1500
BP2014_2023-5./GBB-CBS/0200-00/6230001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;250;150;150;150;150;150
BP2014_2023-5./GBB-CBS/0200-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6231003;IE-GEEN;Vakbondspremies;648.49;658.22;658.22;658.22;658.22;658.22
BP2014_2023-5./GBB-CBS/0200-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6231004;IE-GEEN;Maaltijdcheques;14000;15000;15000;15000;15000;15000
BP2014_2023-5./GBB-CBS/0200-00/6430000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6430000;IE-GEEN;Vergoeding schadegevallen;37186.910000000003;;;;;
BP2014_2023-5./GBB-CBS/0200-00/7000003/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7000003;IE-GEEN;Verkoop van schroot/oud ijzer;0;;;;;
BP2014_2023-5./GBB-CBS/0200-00/7020000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7020000;IE-GEEN;Opbrengsten uit prestaties;;1000;1000;1000;1000;1000
BP2014_2023-5./GBB-CBS/0200-00/7405999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7405999;IE-GEEN;Overige werkingstoelage aangaande personeelsaangelegenheden;163.11000000000001;163.11000000000001;163.11000000000001;163.11000000000001;163.11000000000001;163.11000000000001
BP2014_2023-5./GBB-CBS/0200-00/7450000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7450000;IE-GEEN;Recuperaties van kosten;0;;;;;
BP2014_2023-5./GBB-CBS/0200-00/7450001/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7450001;IE-GEEN;Schadevergoedingen;400;250;250;250;250;250
BP2014_2023-5./GBB-CBS/0200-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;2400;2400;2400;2400;2400;2400
BP2014_2023-5./GBB-CBS/0210-00/6100200/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0210-00;6100200;IE-GEEN;Huur en huurlasten van gehuurde onroerende goederen (korte termijn);310;320;330;340;350;360
BP2014_2023-5./GBB-CBS/0290-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0290-00;6159999;IE-GEEN;Sensibilisatie mobiliteit;200;200;15200;200;200;200
BP2014_2023-5./GBB-CBS/0300-00/2811000/BESTUUR/CBS/IE6/U;GBB-CBS;0300-00;2811000;IE6;Belang. in intergem. samenwerk. en soortg. ent. - te storten (-);5011.5;5011.5;5011.5;5011.5;5011.5;5011.5
BP2014_2023-5./GBB-CBS/0300-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0300-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;500;500;500;500;500;500
BP2014_2023-5./GBB-CBS/0300-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0300-00;6159999;IE-GEEN;Inzameling herbruikbare goederen;440000;470000;470000;470000;470000;470000
BP2014_2023-5./GBB-CBS/0300-00/7000003/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0300-00;7000003;IE-GEEN;Verkoop van schroot/oud ijzer;1200;300;300;300;300;300
BP2014_2023-5./GBB-CBS/0300-00/7000099/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0300-00;7000099;IE-GEEN;Verkoop oud papier;0;;;;;
BP2014_2023-5./GBB-CBS/0300-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0300-00;7040999;IE-GEEN;Fostplus en ontvangsten recyclage elektrische en elektronische apparaten;0;;;;;
BP2014_2023-5./GBB-CBS/0309-00/2410000/BESTUUR/CBS/IE6/U;GBB-CBS;0309-00;2410000;IE6;Informaticamaterieel - gemeenschapsgoederen;2000;;;;;
BP2014_2023-5./GBB-CBS/0309-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6001000;IE-GEEN;Aankoop technisch materiaal;150;100;100;100;100;100
BP2014_2023-5./GBB-CBS/0309-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6103001;IE-GEEN;Benodigdheden voor gebouwen;500;500;500;500;500;500
BP2014_2023-5./GBB-CBS/0309-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;300;300;300;300;300;300
BP2014_2023-5./GBB-CBS/0309-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6110000;IE-GEEN;Elektriciteit;2614.19;2653.4;2700;2700;2700;2700
BP2014_2023-5./GBB-CBS/0309-00/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6113000;IE-GEEN;Water;150;150;150;150;150;150
BP2014_2023-5./GBB-CBS/0309-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;0;;;;;
BP2014_2023-5./GBB-CBS/0309-00/6141004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6141004;IE-GEEN;Communicatiekosten telefoon en internet;700;700;700;700;700;700
BP2014_2023-5./GBB-CBS/0309-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);3.5;3.5;3.5;5;5;5
BP2014_2023-5./GBB-CBS/0309-00/6142001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;0;;;;;
BP2014_2023-5./GBB-CBS/0309-00/6149000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten;0;;;;;
BP2014_2023-5./GBB-CBS/0309-00/6150004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel;50;50;50;50;50;50
BP2014_2023-5./GBB-CBS/0309-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6159999;IE-GEEN;Diftar terugbetalingen;0;;;;;
BP2014_2023-5./GBB-CBS/0309-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;39438.870000000003;40269;41276;42308;43366;44450
BP2014_2023-5./GBB-CBS/0309-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;12236.57;11688;11980;12280;12587;12902
BP2014_2023-5./GBB-CBS/0309-00/6222000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;0;;;;;
BP2014_2023-5./GBB-CBS/0309-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;732.07;747;762;1143;1166;1189
BP2014_2023-5./GBB-CBS/0309-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;412.5;412.5;412.5;412.5;412.5;412.5
BP2014_2023-5./GBB-CBS/0309-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6231003;IE-GEEN;Vakbondspremies;49.88;50.63;50.63;50.63;50.63;50.63
BP2014_2023-5./GBB-CBS/0309-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6231004;IE-GEEN;Maaltijdcheques;1500;1500;1500;1500;1500;1500
BP2014_2023-5./GBB-CBS/0309-00/7000007/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0309-00;7000007;IE-GEEN;Verkoop compostbakken, bio bags enz...;2600;2600;2600;2600;2600;2600
BP2014_2023-5./GBB-CBS/0309-00/7000099/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0309-00;7000099;IE-GEEN;Verkoop compostoverschotten;0;;;;;
BP2014_2023-5./GBB-CBS/0309-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0309-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;250;250;250;250;250;250
BP2014_2023-5./GBB-CBS/0310-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0310-00;6001000;IE-GEEN;Aankoop technisch materiaal;3750;3750;3750;3750;3750;3750
BP2014_2023-5./GBB-CBS/0310-00/6040000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0310-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;0;;;;;
BP2014_2023-5./GBB-CBS/0310-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0310-00;6110000;IE-GEEN;Elektriciteit;1150.25;1167.5;1200;1200;1200;1200
BP2014_2023-5./GBB-CBS/0310-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0310-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;;42000;;;;
BP2014_2023-5./GBB-CBS/0310-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0310-00;7040999;IE-GEEN;Tussenkomst plaatsing infiltratie;0;;;;;
