Code;Actie;Actie oms.;BI;Beleidsitem oms.;AR;IE;Eerste omschrijving;2014;2015;2016;2017;2018;2019;;geen aanpassing;;;
BP2014_2019-0/GBB-CBS/0680-00/6212000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6212000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;€ 8,100.00;€ 8,302.50;€ 8,510.06;€ 8,722.81;€ 8,940.88;€ 9,164.41;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 1,195.70;€ 1,219.61;€ 1,244.01;€ 1,268.89;€ 1,294.26;€ 1,320.15;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6222000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;€ 1,850.00;€ 1,896.25;€ 1,943.66;€ 1,992.25;€ 2,042.05;€ 2,093.11;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6222100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;€ 1,135.20;€ 1,157.90;€ 1,181.06;€ 1,204.68;€ 1,228.78;€ 1,253.35;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6230001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;€ 600.00;€ 609.00;€ 618.14;€ 627.41;€ 636.82;€ 646.37;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6231004;IE-GEEN;Maaltijdcheques;€ 14,850.00;€ 14,850.00;€ 14,850.00;€ 14,850.00;€ 14,850.00;€ 14,850.00;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6491000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6491000;IE-GEEN;Toelage aanplantingen;€ 2,000.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6493000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6493000;IE-GEEN;Toelage Regionaal Landschap Dijleland;€ 5,950.46;€ 6,069.47;€ 6,190.86;€ 6,314.68;€ 6,440.97;€ 6,569.79;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;€ 517.00;€ 524.76;€ 532.63;€ 540.62;€ 548.72;€ 556.96;;;;;
BP2014_2019-0/1.1.1.2/0701-00/6143007/BESTUUR/CBS/600/IE-GEEN/U;1.1.1.2;Actief communiceren via website, digitale nieuwsbrieven, sociale media en blogs;0701-00;Cultuurcentrum;6143007;IE-GEEN;Publiciteit, advertenties & info;€ 1,300.00;€ 800.00;€ 800.00;€ 800.00;€ 800.00;€ 800.00;;;;;
BP2014_2019-0/1.2.1.1/0701-00/6131002/BESTUUR/CBS/600/IE-GEEN/U;1.2.1.1;Voeren van tevredenheidsonderzoeken;0701-00;Cultuurcentrum;6131002;IE-GEEN;Erelonen en vergoedingen consultancy;€ 1,936.00;;;;;;;;;;
BP2014_2019-0/1.2.5.1/0701-00/6150010/BESTUUR/CBS/500/IE-GEEN/U;1.2.5.1;Stimuleren van vorming en opleiding;0701-00;Cultuurcentrum;6150010;IE-GEEN;Opleidingskosten;€ 1,800.00;€ 1,800.00;€ 1,800.00;€ 1,800.00;€ 1,800.00;€ 1,800.00;;;;;
BP2014_2019-0/2.2.2.4/0701-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;2.2.2.4;Organiseren van een sport- en cultuurdag voor jonge gezinnen;0701-00;Cultuurcentrum;6159999;IE-GEEN;Organisatie evenementen en activiteiten.;€ 10,000.00;€ 8,000.00;€ 8,000.00;€ 8,000.00;€ 8,000.00;€ 8,000.00;;;;;
BP2014_2019-0/2.2.3.1/0701-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;2.2.3.1;Vormen van vrijwilligers;0701-00;Cultuurcentrum;6159999;IE-GEEN;Overige exploitatiekosten;€ 1,000.00;€ 800.00;€ 800.00;€ 800.00;€ 800.00;€ 800.00;;;;;
BP2014_2019-0/2.2.3.5/0701-00/6400001/BESTUUR/CBS/100/IE-GEEN/U;2.2.3.5;Ondersteunen van buurtfeesten en verbondenheidsversterkende intiatieven;0701-00;Cultuurcentrum;6400001;IE-GEEN;Roerende voorheffing;€ 3,500.00;€ 3,570.00;€ 3,641.40;€ 3,714.23;€ 3,788.51;€ 3,864.28;;;;;
BP2014_2019-0/2.2.3.6/0701-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;2.2.3.6;Aandacht hebben voor gemeenschapsvorming binnen het lokaal cultuurbeleid;0701-00;Cultuurcentrum;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 3.00;€ 3.00;€ 3.00;€ 3.00;€ 3.00;€ 3.00;;;;;
BP2014_2019-0/2.2.3.6/0701-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;2.2.3.6;Aandacht hebben voor gemeenschapsvorming binnen het lokaal cultuurbeleid;0701-00;Cultuurcentrum;6159999;IE-GEEN;Initiatieven i.h.k.van gtelijk cultuurbeleidsplan;€ 6,500.00;€ 7,000.00;€ 6,500.00;€ 7,000.00;€ 6,500.00;€ 8,000.00;;;;;
BP2014_2019-0/2.2.3.6/0701-00/6201000/BESTUUR/CBS/500/IE-GEEN/U;2.2.3.6;Aandacht hebben voor gemeenschapsvorming binnen het lokaal cultuurbeleid;0701-00;Cultuurcentrum;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 117,512.26;€ 123,829.72;€ 126,925.46;€ 130,098.60;€ 133,351.06;€ 136,684.84;;;;;
BP2014_2019-0/2.2.3.6/0701-00/6211000/BESTUUR/CBS/500/IE-GEEN/U;2.2.3.6;Aandacht hebben voor gemeenschapsvorming binnen het lokaal cultuurbeleid;0701-00;Cultuurcentrum;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 28,234.40;€ 28,940.26;€ 29,663.77;€ 30,405.36;€ 31,165.49;€ 31,944.36;;;;;
BP2014_2019-0/2.2.3.6/0701-00/6211001/BESTUUR/CBS/500/IE-GEEN/U;2.2.3.6;Aandacht hebben voor gemeenschapsvorming binnen het lokaal cultuurbeleid;0701-00;Cultuurcentrum;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;€ 18,066.18;€ 18,788.83;€ 19,540.38;€ 20,126.59;€ 20,730.39;€ 21,352.30;;;;;
BP2014_2019-0/2.2.3.6/0701-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;2.2.3.6;Aandacht hebben voor gemeenschapsvorming binnen het lokaal cultuurbeleid;0701-00;Cultuurcentrum;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 811.80;€ 828.04;€ 844.60;€ 861.49;€ 878.72;€ 896.29;;;;;
BP2014_2019-0/2.2.3.6/0701-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;2.2.3.6;Aandacht hebben voor gemeenschapsvorming binnen het lokaal cultuurbeleid;0701-00;Cultuurcentrum;6231004;IE-GEEN;Maaltijdcheques;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;;;;;
BP2014_2019-0/2.2.3.6/0701-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;2.2.3.6;Aandacht hebben voor gemeenschapsvorming binnen het lokaal cultuurbeleid;0701-00;Cultuurcentrum;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;€ 94.00;€ 95.41;€ 96.84;€ 98.29;€ 99.77;€ 101.26;;;;;
BP2014_2019-0/2.2.3.7/0701-00/6143001/BESTUUR/CBS/600/IE-GEEN/U;2.2.3.7;Evalueren en uitbouwen van buurtcontacten;0701-00;Cultuurcentrum;6143001;IE-GEEN;Representatie- en receptiekosten & kosten onthaal;€ 250.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6141007/BESTUUR/CBS/600/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 13.00;€ 13.00;€ 13.00;€ 13.00;€ 13.00;€ 13.00;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6201000/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 35,037.74;€ 35,913.68;€ 36,811.53;€ 37,731.81;€ 38,675.11;€ 39,641.99;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6202000/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen;€ 186,350.00;€ 200,900.41;€ 205,922.92;€ 211,070.99;€ 216,347.77;€ 221,756.46;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6203000/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6203000;IE-GEEN;Bezoldigingen contractueel personeel;€ 152,550.00;€ 159,743.40;€ 163,736.99;€ 167,830.41;€ 172,026.17;€ 176,326.82;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6211000/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 5,340.60;€ 5,474.12;€ 5,610.97;€ 5,751.24;€ 5,895.02;€ 6,042.40;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6211001/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;€ 8,133.82;€ 8,459.17;€ 8,797.54;€ 9,061.47;€ 9,333.31;€ 9,613.31;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6212000/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6212000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;€ 9,000.00;€ 9,225.00;€ 9,455.63;€ 9,692.02;€ 9,934.32;€ 10,182.67;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6213000/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - contractuelen;€ 33,757.00;€ 34,414.38;€ 35,274.73;€ 36,156.60;€ 37,060.52;€ 37,987.03;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 275.00;€ 280.50;€ 286.11;€ 291.83;€ 297.67;€ 303.62;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6222000/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;€ 1,700.00;€ 1,742.50;€ 1,786.06;€ 1,830.71;€ 1,876.48;€ 1,923.39;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6222100/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;€ 1,270.50;€ 1,295.91;€ 1,321.83;€ 1,348.26;€ 1,375.23;€ 1,402.73;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6223000/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen - contractuelen;€ 1,700.00;€ 1,742.50;€ 1,786.06;€ 1,830.71;€ 1,876.48;€ 1,923.39;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6223100/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;€ 726.00;€ 740.52;€ 755.33;€ 770.44;€ 785.85;€ 801.56;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6231004;IE-GEEN;Maaltijdcheques;€ 13,500.00;€ 13,500.00;€ 13,500.00;€ 13,500.00;€ 13,500.00;€ 13,500.00;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;€ 470.00;€ 477.05;€ 484.21;€ 491.47;€ 498.84;€ 506.32;;;;;
BP2014_2019-0/4.1.1.1/0701-00/6499000/BESTUUR/CBS/800/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0701-00;Cultuurcentrum;6499000;IE-GEEN;Samenwerkingsovereenkomsten;€ 0.00;€ 0.00;€ 0.00;€ 12,180.00;€ 56,030.00;€ 57,270.00;;;;;
BP2014_2019-0/4.2.1.4/0701-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;4.2.1.4;Voorzien van een subsidie van de socio-culturele verenigingen;0701-00;Cultuurcentrum;6493000;IE-GEEN;Subsidies aan sociaal-culturele verenigingen;€ 15,000.00;€ 15,500.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;;;;;
BP2014_2019-0/GBB-CBS/0701-00/6001000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6001000;IE-GEEN;Aankoop technisch materiaal;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;;;;;
BP2014_2019-0/GBB-CBS/0701-00/6103001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 17,000.00;€ 24,500.00;€ 21,000.00;€ 16,000.00;€ 16,000.00;€ 16,000.00;;;;;
BP2014_2019-0/GBB-CBS/0701-00/6103010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 26,500.00;€ 40,000.00;€ 20,000.00;€ 20,000.00;€ 20,000.00;€ 20,000.00;;;;;
BP2014_2019-0/GBB-CBS/0701-00/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6110000;IE-GEEN;Elektriciteit;€ 32,000.00;€ 32,480.00;€ 32,967.20;€ 33,461.71;€ 33,963.63;€ 34,473.09;;nog te bekijken met Luc !!!!;;;
BP2014_2019-0/GBB-CBS/0701-00/6111000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6111000;IE-GEEN;Gas;€ 42,000.00;€ 42,000.00;€ 42,000.00;€ 42,000.00;€ 42,000.00;€ 42,000.00;;bekijken in 2015....;;;
BP2014_2019-0/GBB-CBS/0701-00/6113000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6113000;IE-GEEN;Water;€ 10,000.00;€ 10,150.00;€ 10,302.25;€ 10,456.78;€ 10,613.64;€ 10,772.84;;1,5% index;ok;;
BP2014_2019-0/GBB-CBS/0701-00/6139999/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6139999;IE-GEEN;Vrijwilligers cultuur;€ 3,400.00;€ 3,400.00;€ 3,400.00;€ 3,400.00;€ 3,400.00;€ 3,400.00;;;;;
BP2014_2019-0/GBB-CBS/0701-00/6141001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6141001;IE-GEEN;Kantoorbenodigdheden;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;;ok;;;
BP2014_2019-0/GBB-CBS/0701-00/6141002/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6141002;IE-GEEN;Documentatie en abonnementen;€ 850.00;€ 700.00;€ 700.00;€ 700.00;€ 700.00;€ 700.00;;ok;;;
BP2014_2019-0/GBB-CBS/0701-00/6141004/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6141004;IE-GEEN;Communicatiekosten telefoon en internet;€ 6,400.00;€ 6,400.00;€ 6,400.00;€ 6,400.00;€ 6,400.00;€ 6,400.00;;;;;
BP2014_2019-0/GBB-CBS/0701-00/6141006/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6141006;IE-GEEN;Administratief drukwerk en kopieerkosten;€ 14,700.00;€ 14,700.00;€ 14,700.00;€ 14,700.00;€ 14,700.00;€ 14,700.00;;???? -1 kEUR;;;
BP2014_2019-0/GBB-CBS/0701-00/6142001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;€ 9,700.00;€ 6,000.00;€ 6,000.00;€ 6,000.00;€ 6,000.00;€ 6,000.00;;;;;
BP2014_2019-0/GBB-CBS/0701-00/6142800/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6142800;IE-GEEN;Onderhoudscontracten computermaterieel;€ 10,000.00;€ 11,000.00;€ 11,000.00;€ 11,000.00;€ 11,000.00;€ 11,000.00;;ok;;;
BP2014_2019-0/GBB-CBS/0701-00/6149000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6149000;IE-GEEN;Overige administratie- en kantoorkosten;€ 400.00;€ 400.00;€ 400.00;€ 400.00;€ 400.00;€ 400.00;;;;;
BP2014_2019-0/GBB-CBS/0701-00/6150300/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6150300;IE-GEEN;Onderhoud en herstelling technisch materieel;€ 6,000.00;€ 6,000.00;€ 6,000.00;€ 6,000.00;€ 6,000.00;€ 6,000.00;;;;;
BP2014_2019-0/GBB-CBS/0701-00/6160001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6160001;IE-GEEN;Aankoop benodigdheden voor voertuigen;€ 500.00;€ 300.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;ok;;;
BP2014_2019-0/GBB-CBS/0701-00/6160004/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6160004;IE-GEEN;Olie en brandstof voor voertuigen;€ 1,600.00;€ 1,600.00;€ 1,600.00;€ 1,600.00;€ 1,600.00;€ 1,600.00;;ok, mss wat te veel...;;;
BP2014_2019-0/GBB-CBS/0701-00/6160300/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6160300;IE-GEEN;Onderhoud en herstelling voertuigen;€ 250.00;€ 250.00;€ 350.00;€ 350.00;€ 350.00;€ 350.00;;ok;;;
BP2014_2019-0/GBB-CBS/0701-00/6230001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;€ 600.00;€ 609.00;€ 618.14;€ 627.41;€ 636.82;€ 646.37;;;;;
BP2014_2019-0/GBB-CBS/0701-00/6409999/BESTUUR/CBS/100/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6409999;IE-GEEN;Overige werkingsbelastingen;€ 4,500.00;€ 4,590.00;€ 4,681.80;€ 4,775.44;€ 4,870.94;€ 4,968.36;;;;;
BP2014_2019-0/GBB-CBS/0701-00/6430100/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;6430100;IE-GEEN;Tussenkomst in exploitatiekosten;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;
BP2014_2019-0/1.1.1.5/0703-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;1.1.1.5;Organiseren van jaarlijkse PC-lessen;0703-00;Openbare bibliotheken;6159999;IE-GEEN;Overige exploitatiekosten;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;;;;;
BP2014_2019-0/1.1.1.6/0703-00/6001000/BESTUUR/CBS/600/IE-GEEN/U;1.1.1.6;Opvolgen van digitale ontwikkelingen en uitbouw van de digitale uitleen voor de bibliotheek;0703-00;Openbare bibliotheken;6001000;IE-GEEN;Aankoop technisch materiaal;€ 2,100.00;€ 2,100.00;€ 2,100.00;€ 2,100.00;€ 2,100.00;€ 2,100.00;;;;;
BP2014_2019-0/1.2.5.1/0703-00/6150010/BESTUUR/CBS/500/IE-GEEN/U;1.2.5.1;Stimuleren van vorming en opleiding;0703-00;Openbare bibliotheken;6150010;IE-GEEN;Opleidingskosten;€ 900.00;€ 900.00;€ 900.00;€ 900.00;€ 900.00;€ 900.00;;;;;
BP2014_2019-0/2.2.1.7/0703-00/6131006/BESTUUR/CBS/500/IE-GEEN/U;2.2.1.7;Dienstverlening verlenen naar minder mobiele personen;0703-00;Openbare bibliotheken;6131006;IE-GEEN;Erelonen en vergoedingen voor optredens, lesgevers, gidsen, tolken, e.d.;€ 1,800.00;€ 1,800.00;€ 1,800.00;€ 1,800.00;€ 1,800.00;€ 1,800.00;;;;;
BP2014_2019-0/2.2.1.7/0703-00/6139999/BESTUUR/CBS/500/IE-GEEN/U;2.2.1.7;Dienstverlening verlenen naar minder mobiele personen;0703-00;Openbare bibliotheken;6139999;IE-GEEN;PWA POB;€ 1,400.00;€ 1,400.00;€ 1,400.00;€ 1,400.00;€ 1,400.00;€ 1,400.00;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6001000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6001000;IE-GEEN;Aankoop technisch materiaal;€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6103001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 3,500.00;€ 1,250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;;ok;;;
BP2014_2019-0/GBB-CBS/0703-00/6103010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;;ok;;;
BP2014_2019-0/GBB-CBS/0703-00/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6110000;IE-GEEN;Elektriciteit;€ 1,400.00;€ 1,421.00;€ 1,442.32;€ 1,463.95;€ 1,485.91;€ 1,508.20;;ok;;;
BP2014_2019-0/GBB-CBS/0703-00/6111000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6111000;IE-GEEN;Gas;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;ok;;;
BP2014_2019-0/GBB-CBS/0703-00/6113000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6113000;IE-GEEN;Water;€ 200.00;€ 500.00;€ 507.50;€ 515.11;€ 522.84;€ 530.68;;1,5% index;369.47;2014;
BP2014_2019-0/GBB-CBS/0703-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;€ 5,600.00;€ 5,600.00;€ 5,600.00;€ 5,600.00;€ 5,600.00;€ 5,600.00;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6141002/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6141002;IE-GEEN;Documentatie en abonnementen;€ 36,900.00;€ 36,900.00;€ 36,900.00;€ 36,900.00;€ 36,900.00;€ 36,900.00;;;;;
